t,variable,AS,FC,base
69,beta_Q_14,0.986996478131181,0.986996478131181,0.986996478131181
69,beta_Q_15,0.986731099457306,0.986731099457306,0.986731099457306
69,beta_Q_16,0.986460305522961,0.986460305522961,0.986460305522961
69,beta_Q_17,0.986183985227668,0.986183985227668,0.986183985227668
69,h_Q_2,98,98,98
69,h_Q_3,96.04,96.04,96.04
69,h_Q_4,94.1192,94.1192,94.1192
69,h_Q_5,92.236816,92.236816,92.236816
69,h_Q_6,90.39207968,90.39207968,90.39207968
69,h_Q_7,88.5842380864,88.5842380864,88.5842380864
69,h_Q_8,86.812553324672,86.812553324672,86.812553324672
69,h_Q_9,85.0763022581786,85.0763022581786,85.0763022581786
69,h_Q_10,83.374776213015,83.374776213015,83.374776213015
69,h_Q_11,81.7072806887547,81.7072806887547,81.7072806887547
69,h_Q_12,80.0731350749796,80.0731350749796,80.0731350749796
69,h_Q_13,78.47167237348,78.47167237348,78.47167237348
69,h_Q_14,76.9022389260104,76.9022389260104,76.9022389260104
69,h_Q_15,75.3641941474902,75.3641941474902,75.3641941474902
69,h_Q_16,73.8569102645404,73.8569102645404,73.8569102645404
69,h_Q_17,72.3797720592496,72.3797720592496,72.3797720592496
69,P_Q_1,0.3,0.3,0.3
69,P_Q_2,0.296938775510823,0.296938775510823,0.296938775510823
69,P_Q_3,0.293846951526361,0.293846951526361,0.293846951526361
69,P_Q_4,0.29072487918091,0.29072487918091,0.29072487918091
69,P_Q_5,0.287572939513351,0.287572939513351,0.287572939513351
69,P_Q_6,0.284391544190698,0.284391544190698,0.284391544190698
69,P_Q_7,0.281181136218306,0.281181136218306,0.281181136218306
69,P_Q_8,0.277942190634478,0.277942190634478,0.277942190634478
69,P_Q_9,0.274675215187111,0.274675215187111,0.274675215187111
69,P_Q_10,0.271380750989866,0.271380750989866,0.271380750989866
69,P_Q_11,0.268059373155482,0.268059373155482,0.268059373155482
69,P_Q_12,0.264711691408626,0.264711691408626,0.264711691408626
69,P_Q_13,0.261338350642435,0.261338350642435,0.261338350642435
69,P_Q_14,0.257940031684695,0.257940031684695,0.257940031684695
69,P_Q_15,0.254517451058292,0.254517451058292,0.254517451058292
69,P_Q_16,0.251071362531888,0.251071362531888,0.251071362531888
69,P_Q_17,0.247602556878238,0.247602556878238,0.247602556878238
69,L_Q,3.29869427196192,3.30363996315511,3.24847433142102
69,pi_Q,0.3,0.3,0.3
69,beta_NQ_2,0.989795918369411,0.989795918369411,0.989795918369411
69,beta_NQ_3,0.989587671804927,0.989587671804927,0.989587671804927
69,beta_NQ_4,0.989375175310705,0.989375175310705,0.989375175310705
69,beta_NQ_5,0.989158342153449,0.989158342153449,0.989158342153449
69,beta_NQ_6,0.988937083829804,0.988937083829804,0.988937083829804
69,beta_NQ_7,0.988711310030232,0.988711310030232,0.988711310030232
69,beta_NQ_8,0.988480928602147,0.988480928602147,0.988480928602147
69,beta_NQ_9,0.988245845512302,0.988245845512302,0.988245845512302
69,beta_NQ_10,0.988005964808288,0.988005964808288,0.988005964808288
69,beta_NQ_11,0.987761188579999,0.987761188579999,0.987761188579999
69,beta_NQ_12,0.987511416939282,0.987511416939282,0.987511416939282
69,beta_NQ_13,0.987256547875766,0.987256547875766,0.987256547875766
69,beta_NQ_14,0.986996478131181,0.986996478131181,0.986996478131181
69,beta_NQ_15,0.986731099457306,0.986731099457306,0.986731099457306
69,beta_NQ_16,0.986460305522961,0.986460305522961,0.986460305522961
69,beta_NQ_17,0.986183985227668,0.986183985227668,0.986183985227668
69,h_NQ_2,98,98,98
69,h_NQ_3,96.04,96.04,96.04
69,h_NQ_4,94.1192,94.1192,94.1192
69,h_NQ_5,92.236816,92.236816,92.236816
69,h_NQ_6,90.39207968,90.39207968,90.39207968
69,h_NQ_7,88.5842380864,88.5842380864,88.5842380864
69,h_NQ_8,86.812553324672,86.812553324672,86.812553324672
69,h_NQ_9,85.0763022581786,85.0763022581786,85.0763022581786
69,h_NQ_10,83.374776213015,83.374776213015,83.374776213015
69,h_NQ_11,81.7072806887547,81.7072806887547,81.7072806887547
69,h_NQ_12,80.0731350749796,80.0731350749796,80.0731350749796
69,h_NQ_13,78.47167237348,78.47167237348,78.47167237348
69,h_NQ_14,76.9022389260104,76.9022389260104,76.9022389260104
69,h_NQ_15,75.3641941474902,75.3641941474902,75.3641941474902
69,h_NQ_16,73.8569102645404,73.8569102645404,73.8569102645404
69,h_NQ_17,72.3797720592496,72.3797720592496,72.3797720592496
69,P_NQ_1,0.7,0.7,0.7
69,P_NQ_2,0.692857142858587,0.692857142858587,0.692857142858587
69,P_NQ_3,0.685642886894843,0.685642886894843,0.685642886894843
69,P_NQ_4,0.678358051422124,0.678358051422124,0.678358051422124
69,P_NQ_5,0.671003525531152,0.671003525531152,0.671003525531152
69,P_NQ_6,0.663580269778295,0.663580269778295,0.663580269778295
69,P_NQ_7,0.656089317842713,0.656089317842713,0.656089317842713
69,P_NQ_8,0.648531778147114,0.648531778147114,0.648531778147114
69,P_NQ_9,0.640908835436592,0.640908835436592,0.640908835436592
69,P_NQ_10,0.633221752309686,0.633221752309686,0.633221752309686
69,P_NQ_11,0.625471870696125,0.625471870696125,0.625471870696125
69,P_NQ_12,0.617660613286794,0.617660613286794,0.617660613286794
69,P_NQ_13,0.609789484832349,0.609789484832349,0.609789484832349
69,P_NQ_14,0.601860073930956,0.601860073930956,0.601860073930956
69,P_NQ_15,0.593874052469348,0.593874052469348,0.593874052469348
69,P_NQ_16,0.585833179241072,0.585833179241072,0.585833179241072
69,P_NQ_17,0.577739299382555,0.577739299382555,0.577739299382555
69,L_NQ,5.84213178034867,5.80985609807645,5.72270562535001
69,pi_NQ,0.7,0.7,0.7
69,y,5.7344418029018,5.72677646316145,5.66297734099313
69,nbar,12.1215675243505,12.0984268209995,11.9063410875403
69,Ptot,15.5463173343719,15.5463173343719,15.5463173343719
69,Pret,6.92207189449841,6.92207189449841,6.92207189449841
69,H,797.736164321399,797.736164321399,797.736164321399
69,cCheck,0,0,0
69,A,1,1,1
69,A_Q,2,2,2
69,xpop,1,1,1
69,h_Q_1,100,100,100
69,mig_Q_2,0,0,0
69,med_Q_2,0,0,0
69,mig_Q_3,0,0,0
69,med_Q_3,0,0,0
69,mig_Q_4,0,0,0
69,med_Q_4,0,0,0
69,mig_Q_5,0,0,0
69,med_Q_5,0,0,0
69,mig_Q_6,0,0,0
69,med_Q_6,0,0,0
69,mig_Q_7,0,0,0
69,med_Q_7,0,0,0
69,mig_Q_8,0,0,0
69,med_Q_8,0,0,0
69,mig_Q_9,0,0,0
69,med_Q_9,0,0,0
69,mig_Q_10,0,0,0
69,med_Q_10,0,0,0
69,mig_Q_11,0,0,0
69,med_Q_11,0,0,0
69,mig_Q_12,0,0,0
69,med_Q_12,0,0,0
69,mig_Q_13,0,0,0
69,med_Q_13,0,0,0
69,mig_Q_14,0,0,0
69,med_Q_14,0,0,0
69,mig_Q_15,0,0,0
69,med_Q_15,0,0,0
69,mig_Q_16,0,0,0
69,med_Q_16,0,0,0
69,mig_Q_17,0,0,0
69,med_Q_17,0,0,0
69,h_NQ_1,100,100,100
69,mig_NQ_2,0,0,0
69,med_NQ_2,0,0,0
69,mig_NQ_3,0,0,0
69,med_NQ_3,0,0,0
69,mig_NQ_4,0,0,0
69,med_NQ_4,0,0,0
69,mig_NQ_5,0,0,0
69,med_NQ_5,0,0,0
69,mig_NQ_6,0,0,0
69,med_NQ_6,0,0,0
69,mig_NQ_7,0,0,0
69,med_NQ_7,0,0,0
69,mig_NQ_8,0,0,0
69,med_NQ_8,0,0,0
69,mig_NQ_9,0,0,0
69,med_NQ_9,0,0,0
69,mig_NQ_10,0,0,0
69,med_NQ_10,0,0,0
69,mig_NQ_11,0,0,0
69,med_NQ_11,0,0,0
69,mig_NQ_12,0,0,0
69,med_NQ_12,0,0,0
69,mig_NQ_13,0,0,0
69,med_NQ_13,0,0,0
69,mig_NQ_14,0,0,0
69,med_NQ_14,0,0,0
69,mig_NQ_15,0,0,0
69,med_NQ_15,0,0,0
69,mig_NQ_16,0,0,0
69,med_NQ_16,0,0,0
69,mig_NQ_17,0,0,0
69,med_NQ_17,0,0,0
70,beta_Q_2,0.989795918369411,0.989795918369411,0.989795918369411
70,beta_Q_3,0.989587671804927,0.989587671804927,0.989587671804927
70,beta_Q_4,0.989375175310705,0.989375175310705,0.989375175310705
70,beta_Q_5,0.989158342153449,0.989158342153449,0.989158342153449
70,beta_Q_6,0.988937083829804,0.988937083829804,0.988937083829804
70,beta_Q_7,0.988711310030232,0.988711310030232,0.988711310030232
70,beta_Q_8,0.988480928602147,0.988480928602147,0.988480928602147
70,beta_Q_9,0.988245845512302,0.988245845512302,0.988245845512302
70,beta_Q_10,0.988005964808288,0.988005964808288,0.988005964808288
70,beta_Q_11,0.987761188579999,0.987761188579999,0.987761188579999
70,beta_Q_12,0.987511416939282,0.987511416939282,0.987511416939282
70,beta_Q_13,0.987256547875766,0.987256547875766,0.987256547875766
70,beta_Q_14,0.986996478131181,0.986996478131181,0.986996478131181
70,beta_Q_15,0.986731099457306,0.986731099457306,0.986731099457306
70,beta_Q_16,0.986460305522961,0.986460305522961,0.986460305522961
70,beta_Q_17,0.986183985227668,0.986183985227668,0.986183985227668
70,h_Q_2,98,98,98
70,h_Q_3,96.04,96.04,96.04
70,h_Q_4,94.1192,94.1192,94.1192
70,h_Q_5,92.236816,92.236816,92.236816
70,h_Q_6,90.39207968,90.39207968,90.39207968
70,h_Q_7,88.5842380864,88.5842380864,88.5842380864
70,h_Q_8,86.812553324672,86.812553324672,86.812553324672
70,h_Q_9,85.0763022581786,85.0763022581786,85.0763022581786
70,h_Q_10,83.374776213015,83.374776213015,83.374776213015
70,h_Q_11,81.7072806887547,81.7072806887547,81.7072806887547
70,h_Q_12,80.0731350749796,80.0731350749796,80.0731350749796
70,h_Q_13,78.47167237348,78.47167237348,78.47167237348
70,h_Q_14,76.9022389260104,76.9022389260104,76.9022389260104
70,h_Q_15,75.3641941474902,75.3641941474902,75.3641941474902
70,h_Q_16,73.8569102645404,73.8569102645404,73.8569102645404
70,h_Q_17,72.3797720592496,72.3797720592496,72.3797720592496
70,P_Q_1,0.3,0.3,0.3
70,P_Q_2,0.296938775510823,0.296938775510823,0.296938775510823
70,P_Q_3,0.293846951526361,0.293846951526361,0.293846951526361
70,P_Q_4,0.29072487918091,0.29072487918091,0.29072487918091
70,P_Q_5,0.287572939513351,0.287572939513351,0.287572939513351
70,P_Q_6,0.284391544190698,0.284391544190698,0.284391544190698
70,P_Q_7,0.281181136218306,0.281181136218306,0.281181136218306
70,P_Q_8,0.277942190634478,0.277942190634478,0.277942190634478
70,P_Q_9,0.274675215187111,0.274675215187111,0.274675215187111
70,P_Q_10,0.271380750989866,0.271380750989866,0.271380750989866
70,P_Q_11,0.268059373155482,0.268059373155482,0.268059373155482
70,P_Q_12,0.264711691408626,0.264711691408626,0.264711691408626
70,P_Q_13,0.261338350642435,0.261338350642435,0.261338350642435
70,P_Q_14,0.257940031684695,0.257940031684695,0.257940031684695
70,P_Q_15,0.254517451058292,0.254517451058292,0.254517451058292
70,P_Q_16,0.251071362531888,0.251071362531888,0.251071362531888
70,P_Q_17,0.247602556878238,0.247602556878238,0.247602556878238
70,L_Q,3.29869427196192,3.30363996315511,3.24847433142102
70,pi_Q,0.3,0.3,0.3
70,beta_NQ_2,0.989795918369411,0.989795918369411,0.989795918369411
70,beta_NQ_3,0.989587671804927,0.989587671804927,0.989587671804927
70,beta_NQ_4,0.989375175310705,0.989375175310705,0.989375175310705
70,beta_NQ_5,0.989158342153449,0.989158342153449,0.989158342153449
70,beta_NQ_6,0.988937083829804,0.988937083829804,0.988937083829804
70,beta_NQ_7,0.988711310030232,0.988711310030232,0.988711310030232
70,beta_NQ_8,0.988480928602147,0.988480928602147,0.988480928602147
70,beta_NQ_9,0.988245845512302,0.988245845512302,0.988245845512302
70,beta_NQ_10,0.988005964808288,0.988005964808288,0.988005964808288
70,beta_NQ_11,0.987761188579999,0.987761188579999,0.987761188579999
70,beta_NQ_12,0.987511416939282,0.987511416939282,0.987511416939282
70,beta_NQ_13,0.987256547875766,0.987256547875766,0.987256547875766
70,beta_NQ_14,0.986996478131181,0.986996478131181,0.986996478131181
70,beta_NQ_15,0.986731099457306,0.986731099457306,0.986731099457306
70,beta_NQ_16,0.986460305522961,0.986460305522961,0.986460305522961
70,beta_NQ_17,0.986183985227668,0.986183985227668,0.986183985227668
70,h_NQ_2,98,98,98
70,h_NQ_3,96.04,96.04,96.04
70,h_NQ_4,94.1192,94.1192,94.1192
70,h_NQ_5,92.236816,92.236816,92.236816
70,h_NQ_6,90.39207968,90.39207968,90.39207968
70,h_NQ_7,88.5842380864,88.5842380864,88.5842380864
70,h_NQ_8,86.812553324672,86.812553324672,86.812553324672
70,h_NQ_9,85.0763022581786,85.0763022581786,85.0763022581786
70,h_NQ_10,83.374776213015,83.374776213015,83.374776213015
70,h_NQ_11,81.7072806887547,81.7072806887547,81.7072806887547
70,h_NQ_12,80.0731350749796,80.0731350749796,80.0731350749796
70,h_NQ_13,78.47167237348,78.47167237348,78.47167237348
70,h_NQ_14,76.9022389260104,76.9022389260104,76.9022389260104
70,h_NQ_15,75.3641941474902,75.3641941474902,75.3641941474902
70,h_NQ_16,73.8569102645404,73.8569102645404,73.8569102645404
70,h_NQ_17,72.3797720592496,72.3797720592496,72.3797720592496
70,P_NQ_1,0.7,0.7,0.7
70,P_NQ_2,0.692857142858587,0.692857142858587,0.692857142858587
70,P_NQ_3,0.685642886894843,0.685642886894843,0.685642886894843
70,P_NQ_4,0.678358051422124,0.678358051422124,0.678358051422124
70,P_NQ_5,0.671003525531152,0.671003525531152,0.671003525531152
70,P_NQ_6,0.663580269778295,0.663580269778295,0.663580269778295
70,P_NQ_7,0.656089317842713,0.656089317842713,0.656089317842713
70,P_NQ_8,0.648531778147114,0.648531778147114,0.648531778147114
70,P_NQ_9,0.640908835436592,0.640908835436592,0.640908835436592
70,P_NQ_10,0.633221752309686,0.633221752309686,0.633221752309686
70,P_NQ_11,0.625471870696125,0.625471870696125,0.625471870696125
70,P_NQ_12,0.617660613286794,0.617660613286794,0.617660613286794
70,P_NQ_13,0.609789484832349,0.609789484832349,0.609789484832349
70,P_NQ_14,0.601860073930956,0.601860073930956,0.601860073930956
70,P_NQ_15,0.593874052469348,0.593874052469348,0.593874052469348
70,P_NQ_16,0.585833179241072,0.585833179241072,0.585833179241072
70,P_NQ_17,0.577739299382555,0.577739299382555,0.577739299382555
70,L_NQ,5.84213178034867,5.80985609807645,5.72270562535001
70,pi_NQ,0.7,0.7,0.7
70,y,5.7344418029018,5.72677646316145,5.66297734099313
70,nbar,12.1215675243505,12.0984268209995,11.9063410875403
70,Ptot,15.5463173343719,15.5463173343719,15.5463173343719
70,Pret,6.92207189449841,6.92207189449841,6.92207189449841
70,H,797.736164321399,797.736164321399,797.736164321399
70,cCheck,0,0,0
70,A,1,1,1
70,A_Q,2,2,2
70,xpop,1,1,1
70,h_Q_1,100,100,100
70,mig_Q_2,0,0,0
70,med_Q_2,0,0,0
70,mig_Q_3,0,0,0
70,med_Q_3,0,0,0
70,mig_Q_4,0,0,0
70,med_Q_4,0,0,0
70,mig_Q_5,0,0,0
70,med_Q_5,0,0,0
70,mig_Q_6,0,0,0
70,med_Q_6,0,0,0
70,mig_Q_7,0,0,0
70,med_Q_7,0,0,0
70,mig_Q_8,0,0,0
70,med_Q_8,0,0,0
70,mig_Q_9,0,0,0
70,med_Q_9,0,0,0
70,mig_Q_10,0,0,0
70,med_Q_10,0,0,0
70,mig_Q_11,0,0,0
70,med_Q_11,0,0,0
70,mig_Q_12,0,0,0
70,med_Q_12,0,0,0
70,mig_Q_13,0,0,0
70,med_Q_13,0,0,0
70,mig_Q_14,0,0,0
70,med_Q_14,0,0,0
70,mig_Q_15,0,0,0
70,med_Q_15,0,0,0
70,mig_Q_16,0,0,0
70,med_Q_16,0,0,0
70,mig_Q_17,0,0,0
70,med_Q_17,0,0,0
70,h_NQ_1,100,100,100
70,mig_NQ_2,0,0,0
70,med_NQ_2,0,0,0
70,mig_NQ_3,0,0,0
70,med_NQ_3,0,0,0
70,mig_NQ_4,0,0,0
70,med_NQ_4,0,0,0
70,mig_NQ_5,0,0,0
70,med_NQ_5,0,0,0
70,mig_NQ_6,0,0,0
70,med_NQ_6,0,0,0
70,mig_NQ_7,0,0,0
70,med_NQ_7,0,0,0
70,mig_NQ_8,0,0,0
70,med_NQ_8,0,0,0
70,mig_NQ_9,0,0,0
70,med_NQ_9,0,0,0
70,mig_NQ_10,0,0,0
70,med_NQ_10,0,0,0
70,mig_NQ_11,0,0,0
70,med_NQ_11,0,0,0
70,mig_NQ_12,0,0,0
70,med_NQ_12,0,0,0
70,mig_NQ_13,0,0,0
70,med_NQ_13,0,0,0
70,mig_NQ_14,0,0,0
70,med_NQ_14,0,0,0
70,mig_NQ_15,0,0,0
70,med_NQ_15,0,0,0
70,mig_NQ_16,0,0,0
70,med_NQ_16,0,0,0
70,mig_NQ_17,0,0,0
70,med_NQ_17,0,0,0
71,beta_Q_2,0.989795918369411,0.989795918369411,0.989795918369411
71,beta_Q_3,0.989587671804927,0.989587671804927,0.989587671804927
71,beta_Q_4,0.989375175310705,0.989375175310705,0.989375175310705
71,beta_Q_5,0.989158342153449,0.989158342153449,0.989158342153449
71,beta_Q_6,0.988937083829804,0.988937083829804,0.988937083829804
71,beta_Q_7,0.988711310030232,0.988711310030232,0.988711310030232
71,beta_Q_8,0.988480928602147,0.988480928602147,0.988480928602147
71,beta_Q_9,0.988245845512302,0.988245845512302,0.988245845512302
71,beta_Q_10,0.988005964808288,0.988005964808288,0.988005964808288
71,beta_Q_11,0.987761188579999,0.987761188579999,0.987761188579999
71,beta_Q_12,0.987511416939282,0.987511416939282,0.987511416939282
71,beta_Q_13,0.987256547875766,0.987256547875766,0.987256547875766
71,beta_Q_14,0.986996478131181,0.986996478131181,0.986996478131181
71,beta_Q_15,0.986731099457306,0.986731099457306,0.986731099457306
71,beta_Q_16,0.986460305522961,0.986460305522961,0.986460305522961
71,beta_Q_17,0.986183985227668,0.986183985227668,0.986183985227668
71,h_Q_2,98,98,98
71,h_Q_3,96.04,96.04,96.04
71,h_Q_4,94.1192,94.1192,94.1192
71,h_Q_5,92.236816,92.236816,92.236816
71,h_Q_6,90.39207968,90.39207968,90.39207968
71,h_Q_7,88.5842380864,88.5842380864,88.5842380864
71,h_Q_8,86.812553324672,86.812553324672,86.812553324672
71,h_Q_9,85.0763022581786,85.0763022581786,85.0763022581786
71,h_Q_10,83.374776213015,83.374776213015,83.374776213015
71,h_Q_11,81.7072806887547,81.7072806887547,81.7072806887547
71,h_Q_12,80.0731350749796,80.0731350749796,80.0731350749796
71,h_Q_13,78.47167237348,78.47167237348,78.47167237348
71,h_Q_14,76.9022389260104,76.9022389260104,76.9022389260104
71,h_Q_15,75.3641941474902,75.3641941474902,75.3641941474902
71,h_Q_16,73.8569102645404,73.8569102645404,73.8569102645404
71,h_Q_17,72.3797720592496,72.3797720592496,72.3797720592496
71,P_Q_1,0.3,0.3,0.3
71,P_Q_2,0.296938775510823,0.296938775510823,0.296938775510823
71,P_Q_3,0.293846951526361,0.293846951526361,0.293846951526361
71,P_Q_4,0.29072487918091,0.29072487918091,0.29072487918091
71,P_Q_5,0.287572939513351,0.287572939513351,0.287572939513351
71,P_Q_6,0.284391544190698,0.284391544190698,0.284391544190698
71,P_Q_7,0.281181136218306,0.281181136218306,0.281181136218306
71,P_Q_8,0.277942190634478,0.277942190634478,0.277942190634478
71,P_Q_9,0.274675215187111,0.274675215187111,0.274675215187111
71,P_Q_10,0.271380750989866,0.271380750989866,0.271380750989866
71,P_Q_11,0.268059373155482,0.268059373155482,0.268059373155482
71,P_Q_12,0.264711691408626,0.264711691408626,0.264711691408626
71,P_Q_13,0.261338350642435,0.261338350642435,0.261338350642435
71,P_Q_14,0.257940031684695,0.257940031684695,0.257940031684695
71,P_Q_15,0.254517451058292,0.254517451058292,0.254517451058292
71,P_Q_16,0.251071362531888,0.251071362531888,0.251071362531888
71,P_Q_17,0.247602556878238,0.247602556878238,0.247602556878238
71,L_Q,3.29869427196192,3.30363996315511,3.24847433142102
71,pi_Q,0.3,0.3,0.3
71,beta_NQ_2,0.989795918369411,0.989795918369411,0.989795918369411
71,beta_NQ_3,0.989587671804927,0.989587671804927,0.989587671804927
71,beta_NQ_4,0.989375175310705,0.989375175310705,0.989375175310705
71,beta_NQ_5,0.989158342153449,0.989158342153449,0.989158342153449
71,beta_NQ_6,0.988937083829804,0.988937083829804,0.988937083829804
71,beta_NQ_7,0.988711310030232,0.988711310030232,0.988711310030232
71,beta_NQ_8,0.988480928602147,0.988480928602147,0.988480928602147
71,beta_NQ_9,0.988245845512302,0.988245845512302,0.988245845512302
71,beta_NQ_10,0.988005964808288,0.988005964808288,0.988005964808288
71,beta_NQ_11,0.987761188579999,0.987761188579999,0.987761188579999
71,beta_NQ_12,0.987511416939282,0.987511416939282,0.987511416939282
71,beta_NQ_13,0.987256547875766,0.987256547875766,0.987256547875766
71,beta_NQ_14,0.986996478131181,0.986996478131181,0.986996478131181
71,beta_NQ_15,0.986731099457306,0.986731099457306,0.986731099457306
71,beta_NQ_16,0.986460305522961,0.986460305522961,0.986460305522961
71,beta_NQ_17,0.986183985227668,0.986183985227668,0.986183985227668
71,h_NQ_2,98,98,98
71,h_NQ_3,96.04,96.04,96.04
71,h_NQ_4,94.1192,94.1192,94.1192
71,h_NQ_5,92.236816,92.236816,92.236816
71,h_NQ_6,90.39207968,90.39207968,90.39207968
71,h_NQ_7,88.5842380864,88.5842380864,88.5842380864
71,h_NQ_8,86.812553324672,86.812553324672,86.812553324672
71,h_NQ_9,85.0763022581786,85.0763022581786,85.0763022581786
71,h_NQ_10,83.374776213015,83.374776213015,83.374776213015
71,h_NQ_11,81.7072806887547,81.7072806887547,81.7072806887547
71,h_NQ_12,80.0731350749796,80.0731350749796,80.0731350749796
71,h_NQ_13,78.47167237348,78.47167237348,78.47167237348
71,h_NQ_14,76.9022389260104,76.9022389260104,76.9022389260104
71,h_NQ_15,75.3641941474902,75.3641941474902,75.3641941474902
71,h_NQ_16,73.8569102645404,73.8569102645404,73.8569102645404
71,h_NQ_17,72.3797720592496,72.3797720592496,72.3797720592496
71,P_NQ_1,0.7,0.7,0.7
71,P_NQ_2,0.692857142858587,0.692857142858587,0.692857142858587
71,P_NQ_3,0.685642886894843,0.685642886894843,0.685642886894843
71,P_NQ_4,0.678358051422124,0.678358051422124,0.678358051422124
71,P_NQ_5,0.671003525531152,0.671003525531152,0.671003525531152
71,P_NQ_6,0.663580269778295,0.663580269778295,0.663580269778295
71,P_NQ_7,0.656089317842713,0.656089317842713,0.656089317842713
71,P_NQ_8,0.648531778147114,0.648531778147114,0.648531778147114
71,P_NQ_9,0.640908835436592,0.640908835436592,0.640908835436592
71,P_NQ_10,0.633221752309686,0.633221752309686,0.633221752309686
71,P_NQ_11,0.625471870696125,0.625471870696125,0.625471870696125
71,P_NQ_12,0.617660613286794,0.617660613286794,0.617660613286794
71,P_NQ_13,0.609789484832349,0.609789484832349,0.609789484832349
71,P_NQ_14,0.601860073930956,0.601860073930956,0.601860073930956
71,P_NQ_15,0.593874052469348,0.593874052469348,0.593874052469348
71,P_NQ_16,0.585833179241072,0.585833179241072,0.585833179241072
71,P_NQ_17,0.577739299382555,0.577739299382555,0.577739299382555
71,L_NQ,5.84213178034867,5.80985609807645,5.72270562535001
71,pi_NQ,0.7,0.7,0.7
71,y,5.7344418029018,5.72677646316145,5.66297734099313
71,nbar,12.1215675243505,12.0984268209995,11.9063410875403
71,Ptot,15.5463173343719,15.5463173343719,15.5463173343719
71,Pret,6.92207189449841,6.92207189449841,6.92207189449841
71,H,797.736164321399,797.736164321399,797.736164321399
71,cCheck,0,0,0
71,A,1,1,1
71,A_Q,2,2,2
71,xpop,1,1,1
71,h_Q_1,100,100,100
71,mig_Q_2,0,0,0
71,med_Q_2,0,0,0
71,mig_Q_3,0,0,0
71,med_Q_3,0,0,0
71,mig_Q_4,0,0,0
71,med_Q_4,0,0,0
71,mig_Q_5,0,0,0
71,med_Q_5,0,0,0
71,mig_Q_6,0,0,0
71,med_Q_6,0,0,0
71,mig_Q_7,0,0,0
71,med_Q_7,0,0,0
71,mig_Q_8,0,0,0
71,med_Q_8,0,0,0
71,mig_Q_9,0,0,0
71,med_Q_9,0,0,0
71,mig_Q_10,0,0,0
71,med_Q_10,0,0,0
71,mig_Q_11,0,0,0
71,med_Q_11,0,0,0
71,mig_Q_12,0,0,0
71,med_Q_12,0,0,0
71,mig_Q_13,0,0,0
71,med_Q_13,0,0,0
71,mig_Q_14,0,0,0
71,med_Q_14,0,0,0
71,mig_Q_15,0,0,0
71,med_Q_15,0,0,0
71,mig_Q_16,0,0,0
71,med_Q_16,0,0,0
71,mig_Q_17,0,0,0
71,med_Q_17,0,0,0
71,h_NQ_1,100,100,100
71,mig_NQ_2,0,0,0
71,med_NQ_2,0,0,0
71,mig_NQ_3,0,0,0
71,med_NQ_3,0,0,0
71,mig_NQ_4,0,0,0
71,med_NQ_4,0,0,0
71,mig_NQ_5,0,0,0
71,med_NQ_5,0,0,0
71,mig_NQ_6,0,0,0
71,med_NQ_6,0,0,0
71,mig_NQ_7,0,0,0
71,med_NQ_7,0,0,0
71,mig_NQ_8,0,0,0
71,med_NQ_8,0,0,0
71,mig_NQ_9,0,0,0
71,med_NQ_9,0,0,0
71,mig_NQ_10,0,0,0
71,med_NQ_10,0,0,0
71,mig_NQ_11,0,0,0
71,med_NQ_11,0,0,0
71,mig_NQ_12,0,0,0
71,med_NQ_12,0,0,0
71,mig_NQ_13,0,0,0
71,med_NQ_13,0,0,0
71,mig_NQ_14,0,0,0
71,med_NQ_14,0,0,0
71,mig_NQ_15,0,0,0
71,med_NQ_15,0,0,0
71,mig_NQ_16,0,0,0
71,med_NQ_16,0,0,0
71,mig_NQ_17,0,0,0
71,med_NQ_17,0,0,0
72,beta_Q_2,0.989795918369411,0.989795918369411,0.989795918369411
72,beta_Q_3,0.989587671804927,0.989587671804927,0.989587671804927
72,beta_Q_4,0.989375175310705,0.989375175310705,0.989375175310705
72,beta_Q_5,0.989158342153449,0.989158342153449,0.989158342153449
72,beta_Q_6,0.988937083829804,0.988937083829804,0.988937083829804
72,beta_Q_7,0.988711310030232,0.988711310030232,0.988711310030232
72,beta_Q_8,0.988480928602147,0.988480928602147,0.988480928602147
72,beta_Q_9,0.988245845512302,0.988245845512302,0.988245845512302
72,beta_Q_10,0.988005964808288,0.988005964808288,0.988005964808288
72,beta_Q_11,0.987761188579999,0.987761188579999,0.987761188579999
72,beta_Q_12,0.987511416939282,0.987511416939282,0.987511416939282
72,beta_Q_13,0.987256547875766,0.987256547875766,0.987256547875766
72,beta_Q_14,0.986996478131181,0.986996478131181,0.986996478131181
72,beta_Q_15,0.986731099457306,0.986731099457306,0.986731099457306
72,beta_Q_16,0.986460305522961,0.986460305522961,0.986460305522961
72,beta_Q_17,0.986183985227668,0.986183985227668,0.986183985227668
72,h_Q_2,98,98,98
72,h_Q_3,96.04,96.04,96.04
72,h_Q_4,94.1192,94.1192,94.1192
72,h_Q_5,92.236816,92.236816,92.236816
72,h_Q_6,90.39207968,90.39207968,90.39207968
72,h_Q_7,88.5842380864,88.5842380864,88.5842380864
72,h_Q_8,86.812553324672,86.812553324672,86.812553324672
72,h_Q_9,85.0763022581786,85.0763022581786,85.0763022581786
72,h_Q_10,83.374776213015,83.374776213015,83.374776213015
72,h_Q_11,81.7072806887547,81.7072806887547,81.7072806887547
72,h_Q_12,80.0731350749796,80.0731350749796,80.0731350749796
