199207	9313.2	89.469	2268.4	5920.6	1852.3	55.883	748.6	3.08	4.9			
199210	9406.5	90.071	2263.5	5991.1	1853.1	56.276	768.3	3.07	2.37			
199301	9424.1	90.856	2237.8	6013.8	1835.0	55.750	776.6	2.96	8.52			
199304	9480.1	91.913	2240.3	6067.8	1833.2	56.185	792.4	2.97	4.67			
199307	9526.3	92.385	2245.1	6134.8	1843.0	56.255	798.4	3.00	3.78			
199310	9653.5	93.166	2250.0	6189.1	1846.0	56.760	829.5	3.06	6.52			
199401	9748.2	93.541	2222.1	6260.1	1835.1	56.527	841.1	3.24	4.68			
199404	9881.4	95.124	2235.1	6308.6	1840.5	56.976	855.7	3.99	-2.75			
199407	9939.7	96.285	2272.7	6357.5	1863.9	56.925	871.9	4.48	3.81			
199410	10052.5	96.837	2252.2	6425.9	1847.9	57.259	906.6	5.28	5.63			
199501	10086.9	97.512	2256.8	6442.9	1848.4	57.459	944.3	5.74	3.15			
199504	10122.1	97.502	2268.6	6500.7	1855.9	57.842	956.6	5.60	12.02			
199507	10208.8	98.603	2262.4	6560.3	1856.1	58.173	965.5	5.37	12.38			
199510	10281.2	98.681	2242.1	6606.4	1835.6	58.756	982.5	5.26	7.03			
199601	10348.7	98.520	2246.8	6667.7	1834.2	59.641	1003.6	4.93	7.79			
199604	10529.4	99.311	2282.8	6740.1	1867.6	60.282	1026.6	5.02	7.63			
199607	10626.8	100.104	2285.2	6780.7	1866.2	60.762	1059.1	5.10	1.75			
199610	10739.1	101.353	2301.9	6834.0	1880.1	61.037	1083.5	4.98	11.2			
199701	10820.9	102.439	2301.3	6906.1	1875.8	61.599	1106.8	5.06	11.36			
199704	10984.2	103.055	2325.3	6937.4	1901.4	62.072	1129.2	5.05	1.67			
199707	11124.0	103.684	2329.0	7056.1	1905.0	62.673	1178.4	5.05	23.11			
199710	11210.3	104.168	2332.5	7139.9	1916.0	63.803	1181.9	5.09	4.46			
199801	11321.2	104.750	2319.0	7213.6	1905.6	64.944	1212.4	5.05	2.92			
199804	11431.0	105.234	2366.0	7341.0	1937.8	65.799	1246.1	4.98	17.08			
199807	11580.6	105.407	2387.6	7437.5	1942.2	66.833	1259.8	4.82	5.43			
199810	11770.7	106.880	2409.4	7546.8	1964.6	67.079	1292.9	4.25	-9.33			
199901	11864.7	106.902	2418.1	7618.7	1970.6	68.162	1319.9	4.41	22.53			
199904	11962.5	107.654	2431.7	7731.5	1975.8	68.321	1351.4	4.45	8.2			
199907	12113.1	108.365	2460.3	7819.3	1998.1	68.896	1383.8	4.65	4.68			
199910	12323.3	108.732	2496.7	7934.1	2021.4	70.335	1391.4	5.04	-4.67			
200001	12359.1	109.152	2476.2	8054.9	1998.5	72.964	1445.5	5.52	10.93			
200004	12592.5	109.267	2506.4	8132.2	2033.5	73.198	1494.7	5.71	3.68			
200007	12607.7	109.255	2501.2	8211.3	2024.5	74.674	1515.5	6.02	1.93			
200010	12679.3	108.803	2509.0	8284.4	2029.9	75.090	1519.4	6.02	-4.52			
200101	12643.3	108.619	2546.3	8319.4	2063.0	76.921	1501.5	4.82	-2.76			
200104	12710.3	107.518	2596.4	8340.8	2092.6	77.117	1467.6	3.66	-9.73			
200107	12670.1	106.352	2594.6	8371.2	2110.3	77.206	1445.0	3.17	2.55			
200110	12705.3	105.148	2632.4	8499.1	2128.5	77.877	1401.5	1.91	-9.31			
200201	12822.3	104.208	2671.3	8524.6	2157.2	78.288	1371.9	1.72	7.37			
200204	12893.0	104.491	2696.9	8568.1	2178.8	78.979	1351.6	1.72	-1.09			
200207	12955.8	104.167	2717.8	8628.0	2191.9	79.359	1343.7	1.64	-17.3			
200210	12964.0	104.271	2737.1	8674.4	2208.8	79.566	1328.4	1.33	-3.66			
200301	13031.2	103.728	2728.3	8712.5	2200.0	80.057	1327.8	1.16	6.71			
200304	13152.1	103.440	2771.2	8809.5	2238.0	81.473	1359.1	1.04	1.16			
200307	13372.4	103.587	2771.2	8939.4	2228.0	82.683	1388.5	0.93	13.35			
200310	13528.7	104.123	2786.3	9008.8	2245.5	83.793	1411.5	0.92	6.35			
200401	13606.5	104.574	2793.9	9096.4	2254.4	83.667	1400.3	0.92	10.72			
200404	13706.2	104.634	2809.9	9155.5	2261.3	85.301	1440.2	1.08	1.68			
200407	13830.8	105.316	2820.7	9243.0	2267.8	86.762	1485.6	1.49	-0.77			
200410	13950.4	105.883	2808.2	9337.8	2256.7	87.141	1526.5	2.01	2.77			
200501	14099.1	106.068	2814.1	9409.2	2265.9	87.798	1560.5	2.54	7.51			
200504	14172.7	106.749	2818.9	9511.5	2262.2	88.270	1595.2	2.86	0.29			
200507	14291.8	106.980	2841.0	9585.2	2278.9	89.358	1633.8	3.36	6.78			
200510	14373.4	107.663	2830.7	9621.3	2264.2	89.930	1656.4	3.83	-0.7			
200601	14546.1	108.638	2853.5	9729.2	2284.1	91.840	1729.4	4.39	9.16			
200604	14589.6	108.939	2864.1	9781.0	2278.7	91.865	1761.0	4.70	3.63			
200607	14602.6	109.566	2870.4	9838.1	2286.9	91.978	1793.6	4.91	-1.4			
200610	14716.9	109.905	2889.1	9938.4	2297.2	93.616	1821.2	4.90	10.12			
200701	14726.0	109.930	2882.7	9990.7	2287.2	95.917	1864.7	4.98	6.3			
200704	14838.7	110.324	2907.0	10024.6	2299.2	95.892	1907.5	4.74	4.58			
200707	14938.5	109.992	2928.0	10069.2	2315.7	96.198	1937.9	4.30	5.71			
200710	14991.8	109.730	2939.8	10081.8	2321.9	97.247	1972.3	3.39	3.04			
200801	14889.5	109.406	2952.0	10061.0	2331.4	98.203	1981.6	2.04	-8.64			
200804	14963.4	108.887	2975.0	10077.9	2335.8	98.273	1978.7	1.63	1.46			
200807	14891.6	107.719	3016.2	10005.1	2368.3	99.117	1947.3	1.49	-6.16			
200810	14577.0	105.029	3035.9	9884.7	2386.1	100.200	1856.2	0.30	-20.67			
200901	14375.0	102.257	3040.5	9850.8	2398.2	97.730	1712.3	0.21	-7.76			
200904	14355.6	100.037	3096.0	9806.4	2443.4	100.113	1637.5	0.17	1.07			
200907	14402.5	98.821	3113.0	9865.9	2460.8	100.815	1600.3	0.16	13.29			
200910	14541.9	98.888	3106.8	9864.8	2465.8	101.423	1583.6	0.06	16.59			
201001	14604.8	98.918	3084.3	9917.7	2452.2	100.720	1594.4	0.11	7.32			
201004	14745.9	99.694	3106.2	9998.4	2457.2	101.900	1641.8	0.15	8.52			
201007	14845.5	100.194	3103.5	10063.1	2452.3	102.369	1677.4	0.16	-7.97			
201010	14939.0	100.728	3071.5	10166.1	2428.0	102.819	1719.3	0.14	10.58			
201101	14881.3	100.952	3012.2	10217.1	2389.4	104.652	1722.4	0.13	11.44			
201104	14989.6	101.676	3009.0	10237.7	2389.4	104.118	1768.5	0.05	5.66			
201107	15021.1	102.177	2990.0	10282.2	2375.6	104.739	1854.5	0.02	1.37			
