mod,def,variable,value
age_55,0.17,a_Q_8,1.17960226249312
age_55,0.17,ih_Q_1,0.00661569965553356
age_55,0.17,ih_Q_2,0.0075196624078073
age_55,0.17,ih_Q_3,0.00905369541083802
age_55,0.17,ih_Q_4,0.0104060247467706
age_55,0.17,ih_Q_5,0.0124766641001375
age_55,0.17,ih_Q_6,0.0147439670964233
age_55,0.17,ih_Q_7,0.0175797978640668
age_55,0.17,ih_Q_8,0.0214268895856207
age_55,0.17,ih_Q_9,0.0264795561408897
age_55,0.17,ih_Q_10,0.0322439962063522
age_55,0.17,ih_Q_11,0.0409032831410942
age_55,0.17,ih_Q_12,0.0527095717216527
age_55,0.17,ih_Q_13,0.0684618049263452
age_55,0.17,ih_Q_14,0.0881819091451113
age_55,0.17,ih_Q_15,0.0971294129297223
age_55,0.17,ih_Q_16,0.107781673303584
age_55,0.17,ih_Q_17,0.120488451676294
age_55,0.17,L_Q,2.2449132605596
age_55,0.17,MPL_Q,0.43032475361108
age_55,0.17,penind_Q,0.237033815691532
age_55,0.17,pi_Q,0.3
age_55,0.17,Psc_Q,2.22863644503056
age_55,0.17,k_NQ_1,0
age_55,0.17,k_NQ_2,0.065341644906836
age_55,0.17,k_NQ_3,0.132278821330135
age_55,0.17,k_NQ_4,0.201622055324667
age_55,0.17,k_NQ_5,0.273476691944518
age_55,0.17,k_NQ_6,0.346605870353744
age_55,0.17,k_NQ_7,0.418307358113576
age_55,0.17,k_NQ_8,0.485036109705889
age_55,0.17,k_NQ_9,0.543411223011231
age_55,0.17,k_NQ_10,0.555825846947844
age_55,0.17,k_NQ_11,0.556401597899755
age_55,0.17,k_NQ_12,0.542934364038382
age_55,0.17,k_NQ_13,0.512943329413169
age_55,0.17,k_NQ_14,0.46361077155442
age_55,0.17,k_NQ_15,0.391700258236689
age_55,0.17,k_NQ_16,0.293481041028314
age_55,0.17,k_NQ_17,0.164612921685581
age_55,0.17,c_NQ_1,0.101286421237902
age_55,0.17,c_NQ_2,0.111630825934967
age_55,0.17,c_NQ_3,0.122584680357754
age_55,0.17,c_NQ_4,0.134104961210136
age_55,0.17,c_NQ_5,0.146132413219506
age_55,0.17,c_NQ_6,0.158590398011697
age_55,0.17,c_NQ_7,0.171384332698
age_55,0.17,c_NQ_8,0.184401907285333
age_55,0.17,c_NQ_9,0.197514129075742
age_55,0.17,c_NQ_10,0.210576770035414
age_55,0.17,c_NQ_11,0.223435245158237
age_55,0.17,c_NQ_12,0.235930189382114
age_55,0.17,c_NQ_13,0.247905353488152
age_55,0.17,c_NQ_14,0.259216002512983
age_55,0.17,c_NQ_15,0.269708049410442
age_55,0.17,c_NQ_16,0.279239861088195
age_55,0.17,c_NQ_17,0.287689065584989
age_55,0.17,lab_NQ_1,0.939485835971892
age_55,0.17,lab_NQ_2,0.933511195595359
age_55,0.17,lab_NQ_3,0.927581786332596
age_55,0.17,lab_NQ_4,0.921514601188172
age_55,0.17,lab_NQ_5,0.914874966125614
age_55,0.17,lab_NQ_6,0.907125297989783
age_55,0.17,lab_NQ_7,0.897870989433077
age_55,0.17,lab_NQ_8,0.887076001125993
age_55,0.17,w_NQ_1,0.299745376736122
age_55,0.17,w_NQ_2,0.300837021251053
age_55,0.17,w_NQ_3,0.304225051331113
age_55,0.17,w_NQ_4,0.308174388819703
age_55,0.17,w_NQ_5,0.309963358966279
age_55,0.17,w_NQ_6,0.307094322783227
age_55,0.17,w_NQ_7,0.298760678118276
age_55,0.17,w_NQ_8,0.286358135169914
age_55,0.17,beta_NQ_2,0.989760125153562
age_55,0.17,beta_NQ_3,0.984370697593543
age_55,0.17,beta_NQ_4,0.978799085066748
age_55,0.17,beta_NQ_5,0.973045509884288
age_55,0.17,beta_NQ_6,0.967110470012215
age_55,0.17,beta_NQ_7,0.960996772253698
age_55,0.17,beta_NQ_8,0.954711209980171
age_55,0.17,beta_NQ_9,0.948265007717425
age_55,0.17,beta_NQ_10,0.941670625501834
age_55,0.17,beta_NQ_11,0.934958677347962
age_55,0.17,beta_NQ_12,0.928171734155981
age_55,0.17,beta_NQ_13,0.921370214759315
age_55,0.17,beta_NQ_14,0.914627889231813
age_55,0.17,beta_NQ_15,0.907880594414609
age_55,0.17,beta_NQ_16,0.901168166665223
age_55,0.17,beta_NQ_17,0.894539450106572
age_55,0.17,h_NQ_2,98.0751966240781
age_55,0.17,h_NQ_3,96.2042296457049
age_55,0.17,h_NQ_4,94.3842053002585
age_55,0.17,h_NQ_5,92.6212878352547
age_55,0.17,h_NQ_6,90.9163017495138
age_55,0.17,h_NQ_7,89.2737736931642
age_55,0.17,h_NQ_8,87.7025671151571
age_55,0.17,h_NQ_9,86.2133113342629
age_55,0.17,h_NQ_10,84.8114850696412
age_55,0.17,h_NQ_11,83.5242881996593
age_55,0.17,h_NQ_12,82.3808981528826
age_55,0.17,h_NQ_13,81.4178982390884
age_55,0.17,h_NQ_14,80.6713593657578
age_55,0.17,h_NQ_15,80.0292263077398
age_55,0.17,h_NQ_16,79.5064585146209
age_55,0.17,h_NQ_17,79.1212138610914
age_55,0.17,lamda_NQ_1,28.1686033107595
age_55,0.17,lamda_NQ_2,24.3453457191581
age_55,0.17,lamda_NQ_3,21.1562092792151
age_55,0.17,lamda_NQ_4,18.4894880066331
age_55,0.17,lamda_NQ_5,16.2544514558096
age_55,0.17,lamda_NQ_6,14.3772828951723
age_55,0.17,lamda_NQ_7,12.797804591007
age_55,0.17,lamda_NQ_8,11.466847534245
age_55,0.17,lamda_NQ_9,10.3441521203233
age_55,0.17,lamda_NQ_10,9.39672377758861
age_55,0.17,lamda_NQ_11,8.59735043546432
age_55,0.17,lamda_NQ_12,7.92349660112713
age_55,0.17,lamda_NQ_13,7.35636539135281
age_55,0.17,lamda_NQ_14,6.88017425573786
age_55,0.17,lamda_NQ_15,6.48263082260778
age_55,0.17,lamda_NQ_16,6.15355424109397
age_55,0.17,lamda_NQ_17,5.88446684761151
age_55,0.17,pen_NQ_9,0.0941264507760513
age_55,0.17,pen_NQ_10,0.0941264507760513
age_55,0.17,pen_NQ_11,0.0941264507760513
age_55,0.17,pen_NQ_12,0.0941264507760513
age_55,0.17,pen_NQ_13,0.0941264507760513
age_55,0.17,pen_NQ_14,0.0941264507760513
age_55,0.17,pen_NQ_15,0.0941264507760513
age_55,0.17,pen_NQ_16,0.0941264507760513
age_55,0.17,pen_NQ_17,0.0941264507760513
age_55,0.17,P_NQ_1,0.7
age_55,0.17,P_NQ_2,0.692832087607493
age_55,0.17,P_NQ_3,0.682003605393379
age_55,0.17,P_NQ_4,0.667544504971262
age_55,0.17,P_NQ_5,0.649551183210216
age_55,0.17,P_NQ_6,0.628187750091422
age_55,0.17,P_NQ_7,0.603686400207168
age_55,0.17,P_NQ_8,0.576346173590359
age_55,0.17,P_NQ_9,0.54652890874757
age_55,0.17,P_NQ_10,0.514650219355159
age_55,0.17,P_NQ_11,0.481176688385138
age_55,0.17,P_NQ_12,0.446614601293867
age_55,0.17,P_NQ_13,0.411497391108777
age_55,0.17,P_NQ_14,0.376366990254216
age_55,0.17,P_NQ_15,0.341696286830024
age_55,0.17,P_NQ_16,0.307925816358897
age_55,0.17,P_NQ_17,0.275451790439239
age_55,0.17,welf_NQ_1,-22.7382064011996
age_55,0.17,welf_NQ_2,-20.7061408217613
age_55,0.17,welf_NQ_3,-18.8205859836192
age_55,0.17,welf_NQ_4,-17.0642438671532
age_55,0.17,welf_NQ_5,-15.421221120822
age_55,0.17,welf_NQ_6,-13.877172171121
age_55,0.17,welf_NQ_7,-12.4187571857036
age_55,0.17,welf_NQ_8,-11.0324617438011
age_55,0.17,welf_NQ_9,-9.70324374620682
age_55,0.17,welf_NQ_10,-8.69402266542225
age_55,0.17,welf_NQ_11,-7.71423660164726
age_55,0.17,welf_NQ_12,-6.74822123936465
age_55,0.17,welf_NQ_13,-5.77803930284044
age_55,0.17,welf_NQ_14,-4.7828938441026
age_55,0.17,welf_NQ_15,-3.73908140579844
age_55,0.17,welf_NQ_16,-2.61821242735872
age_55,0.17,welf_NQ_17,-1.38587501545559
age_55,0.17,a_NQ_1,1.03921097715594
age_55,0.17,a_NQ_2,1.04299568594665
age_55,0.17,a_NQ_3,1.05474191565508
age_55,0.17,a_NQ_4,1.06843418645565
age_55,0.17,a_NQ_5,1.07463650868317
age_55,0.17,a_NQ_6,1.06468961999595
age_55,0.17,a_NQ_7,1.03579704753445
age_55,0.17,a_NQ_8,0.992797689482729
age_55,0.17,ih_NQ_1,0.00661569965553356
age_55,0.17,ih_NQ_2,0.0075196624078073
age_55,0.17,ih_NQ_3,0.00905369541083802
age_55,0.17,ih_NQ_4,0.0104060247467706
age_55,0.17,ih_NQ_5,0.0124766641001375
age_55,0.17,ih_NQ_6,0.0147439670964233
age_55,0.17,ih_NQ_7,0.0175797978640668
age_55,0.17,ih_NQ_8,0.0214268895856207
age_55,0.17,ih_NQ_9,0.0264795561408897
age_55,0.17,ih_NQ_10,0.0322439962063522
age_55,0.17,ih_NQ_11,0.0409032831410942
age_55,0.17,ih_NQ_12,0.0527095717216527
age_55,0.17,ih_NQ_13,0.0684618049263452
age_55,0.17,ih_NQ_14,0.0881819091451113
age_55,0.17,ih_NQ_15,0.0971294129297223
age_55,0.17,ih_NQ_16,0.107781673303584
age_55,0.17,ih_NQ_17,0.120488451676294
age_55,0.17,L_NQ,4.99683132287282
age_55,0.17,MPL_NQ,0.288435536873628
age_55,0.17,penind_NQ,0.149872101202845
age_55,0.17,pi_NQ,0.7
age_55,0.17,Psc_NQ,5.2001517050713
age_55,0.17,y,3.43900782233347
age_55,0.17,c,2.51206832476068
age_55,0.17,I,0.0666781323277434
age_55,0.17,Ih,0.42643696996935
age_55,0.17,g,0.343900782233347
age_55,0.17,r,0.289457481587293
age_55,0.17,kbar,3.33390661638716
age_55,0.17,nbar,3.48505945406392
age_55,0.17,Ptot,12.7172291397774
age_55,0.17,Pret,5.28844098967555
age_55,0.17,Tw,1.10308151874562
age_55,0.17,Deped,0.0899236130208365
age_55,0.17,rd,0.289457481587293
age_55,0.17,H,93.8976661029401
age_55,0.17,R,0.309457481587293
age_55,0.17,beq,0.0243208607109691
age_55,0.17,Tc,0.254486578852677
age_55,0.17,Tk,0.367973836989681
age_55,0.17,penbase,1.52438054270319
age_55,0.17,retire,0.58463132979669
age_55,0.17,Def,-0.298633962171923
age_55,0.17,D,1.03170234670004
age_55,0.17,lambc,2.83384886365216
age_55,0.17,Retirepart,40.9719015590603
age_55,0.17,Edpart,5.04159285723672
age_55,0.17,Gpart,24.1011185641531
age_55,0.17,Ihpart,29.8853870195499
age_55,0.17,Defratio,-0.0868372442285667
age_55,0.17,Dratio,0.3
age_55,0.17,Gratio,0.1
age_55,0.17,Ihratio,0.124
age_55,0.17,Penratio,0.17
age_55,0.17,Edratio,0.0209185015368347
age_55,0.17,Tkratio,0.107
age_55,0.17,Tcratio,0.074
age_55,0.17,Twratio,0.320755745765401
age_55,0.17,rhop,0.628045180291729
age_55,0.17,tauw,0.458222494215
age_55,0.17,tauk,0.291197289940122
age_55,0.17,tauc,0.101305595994201
age_55,0.17,v,0.8
age_55,0.17,A,1
age_55,0.17,tauf,0
age_55,0.17,xpop,1
age_55,0.17,h_Q_1,100
age_55,0.17,mig_Q_2,0
age_55,0.17,med_Q_2,0
age_55,0.17,pi_ss,0
age_55,0.17,mig_Q_3,0
age_55,0.17,med_Q_3,0
age_55,0.17,mig_Q_4,0
age_55,0.17,med_Q_4,0
age_55,0.17,mig_Q_5,0
age_55,0.17,med_Q_5,0
age_55,0.17,mig_Q_6,0
age_55,0.17,med_Q_6,0
age_55,0.17,mig_Q_7,0
age_55,0.17,med_Q_7,0
age_55,0.17,mig_Q_8,0
age_55,0.17,med_Q_8,0
age_55,0.17,mig_Q_9,0
age_55,0.17,med_Q_9,0
age_55,0.17,mig_Q_10,0
age_55,0.17,med_Q_10,0
age_55,0.17,mig_Q_11,0
age_55,0.17,med_Q_11,0
age_55,0.17,mig_Q_12,0
age_55,0.17,med_Q_12,0
age_55,0.17,mig_Q_13,0
age_55,0.17,med_Q_13,0
age_55,0.17,mig_Q_14,0
age_55,0.17,med_Q_14,0
age_55,0.17,mig_Q_15,0
age_55,0.17,med_Q_15,0
age_55,0.17,mig_Q_16,0
age_55,0.17,med_Q_16,0
age_55,0.17,mig_Q_17,0
age_55,0.17,med_Q_17,0
age_55,0.17,h_NQ_1,100
age_55,0.17,mig_NQ_2,0
age_55,0.17,med_NQ_2,0
age_55,0.17,mig_NQ_3,0
age_55,0.17,med_NQ_3,0
age_55,0.17,mig_NQ_4,0
age_55,0.17,med_NQ_4,0
age_55,0.17,mig_NQ_5,0
age_55,0.17,med_NQ_5,0
age_55,0.17,mig_NQ_6,0
age_55,0.17,med_NQ_6,0
age_55,0.17,mig_NQ_7,0
age_55,0.17,med_NQ_7,0
age_55,0.17,mig_NQ_8,0
age_55,0.17,med_NQ_8,0
age_55,0.17,mig_NQ_9,0
age_55,0.17,med_NQ_9,0
age_55,0.17,mig_NQ_10,0
age_55,0.17,med_NQ_10,0
age_55,0.17,mig_NQ_11,0
age_55,0.17,med_NQ_11,0
age_55,0.17,mig_NQ_12,0
age_55,0.17,med_NQ_12,0
age_55,0.17,mig_NQ_13,0
age_55,0.17,med_NQ_13,0
age_55,0.17,mig_NQ_14,0
age_55,0.17,med_NQ_14,0
age_55,0.17,mig_NQ_15,0
age_55,0.17,med_NQ_15,0
age_55,0.17,mig_NQ_16,0
age_55,0.17,med_NQ_16,0
age_55,0.17,mig_NQ_17,0
age_55,0.17,med_NQ_17,0
age_65,0.12,k_Q_1,0
age_65,0.12,k_Q_2,-0.196058722016403
age_65,0.12,k_Q_3,-0.0869283833265022
age_65,0.12,k_Q_4,0.0268496297091935
age_65,0.12,k_Q_5,0.145585037020709
age_65,0.12,k_Q_6,0.267368891276302
age_65,0.12,k_Q_7,0.387831338588297
age_65,0.12,k_Q_8,0.501143219794019
age_65,0.12,k_Q_9,0.601669240057536
age_65,0.12,k_Q_10,0.68520827365172
age_65,0.12,k_Q_11,0.819947979328635
age_65,0.12,k_Q_12,0.812071423375746
age_65,0.12,k_Q_13,0.777960672211762
age_65,0.12,k_Q_14,0.712483404035231
age_65,0.12,k_Q_15,0.609641237223969
age_65,0.12,k_Q_16,0.462407201065638
age_65,0.12,k_Q_17,0.262484456460063
age_65,0.12,c_Q_1,0.150035904603721
age_65,0.12,c_Q_2,0.166445272048478
age_65,0.12,c_Q_3,0.183977865726984
age_65,0.12,c_Q_4,0.202588846562642
age_65,0.12,c_Q_5,0.222207469281225
age_65,0.12,c_Q_6,0.242734580974361
age_65,0.12,c_Q_7,0.264041028104991
age_65,0.12,c_Q_8,0.285967329966362
age_65,0.12,c_Q_9,0.308324727687283
age_65,0.12,c_Q_10,0.330896836449367
age_65,0.12,c_Q_11,0.353447587002471
age_65,0.12,c_Q_12,0.375730487995903
age_65,0.12,c_Q_13,0.397502275608518
age_65,0.12,c_Q_14,0.418537570269142
age_65,0.12,c_Q_15,0.438587847873277
age_65,0.12,c_Q_16,0.457420935459446
age_65,0.12,c_Q_17,0.474832496266288
age_65,0.12,lab_Q_1,0
age_65,0.12,lab_Q_2,0.940397738045742
age_65,0.12,lab_Q_3,0.935209202816859
age_65,0.12,lab_Q_4,0.930027401839827
age_65,0.12,lab_Q_5,0.924566609840418
age_65,0.12,lab_Q_6,0.918468605159198
age_65,0.12,lab_Q_7,0.911501214923777
age_65,0.12,lab_Q_8,0.903720355139985
age_65,0.12,lab_Q_9,0.895508316181653
age_65,0.12,lab_Q_10,1.13827186278676
age_65,0.12,w_Q_1,0
age_65,0.12,w_Q_2,0.531886231704115
age_65,0.12,w_Q_3,0.535281460363133
age_65,0.12,w_Q_4,0.539567931420479
age_65,0.12,w_Q_5,0.540749236420377
age_65,0.12,w_Q_6,0.53514426369731
age_65,0.12,w_Q_7,0.52156727350628
age_65,0.12,w_Q_8,0.502086015454185
age_65,0.12,w_Q_9,0.480762186312972
age_65,0.12,w_Q_10,0.461399502302171
age_65,0.12,beta_Q_2,0.989747670368878
age_65,0.12,beta_Q_3,0.984353895815336
age_65,0.12,beta_Q_4,0.978779867718169
age_65,0.12,beta_Q_5,0.973026743527387
age_65,0.12,beta_Q_6,0.967096013751758
age_65,0.12,beta_Q_7,0.960991926962113
age_65,0.12,beta_Q_8,0.954723478498153
age_65,0.12,beta_Q_9,0.948304909688921
age_65,0.12,beta_Q_10,0.941751851179622
age_65,0.12,beta_Q_11,0.935101392631067
age_65,0.12,beta_Q_12,0.928404459905385
age_65,0.12,beta_Q_13,0.921732432054139
age_65,0.12,beta_Q_14,0.915171188436748
age_65,0.12,beta_Q_15,0.908643058475206
age_65,0.12,beta_Q_16,0.902192598567133
age_65,0.12,beta_Q_17,0.895873495461111
age_65,0.12,h_Q_2,98.0898104412788
age_65,0.12,h_Q_3,96.2361481106657
age_65,0.12,h_Q_4,94.4357131716959
age_65,0.12,h_Q_5,92.6960212163109
age_65,0.12,h_Q_6,91.0182065869766
age_65,0.12,h_Q_7,89.4078212125048
age_65,0.12,h_Q_8,87.8755911570314
age_65,0.12,h_Q_9,86.4343422928107
age_65,0.12,h_Q_10,85.0907337336332
age_65,0.12,h_Q_11,83.8773374974325
age_65,0.12,h_Q_12,82.8290280930881
age_65,0.12,h_Q_13,81.989411019308
age_65,0.12,h_Q_14,81.4012841181723
age_65,0.12,h_Q_15,80.930656062348
age_65,0.12,h_Q_16,80.5949149446814
age_65,0.12,h_Q_17,80.4149956138897
age_65,0.12,lamda_Q_1,15.6343923637104
age_65,0.12,lamda_Q_2,13.3803234968302
age_65,0.12,lamda_Q_3,11.5139792880829
age_65,0.12,lamda_Q_4,9.96438526499887
age_65,0.12,lamda_Q_5,8.67432777459891
age_65,0.12,lamda_Q_6,7.59759834400232
age_65,0.12,lamda_Q_7,6.69679008417699
age_65,0.12,lamda_Q_8,5.94154208772581
age_65,0.12,lamda_Q_9,5.30714891278971
age_65,0.12,lamda_Q_10,4.77347756655014
age_65,0.12,lamda_Q_11,4.32400589072198
age_65,0.12,lamda_Q_12,3.94511033344455
age_65,0.12,lamda_Q_13,3.62547053341005
age_65,0.12,lamda_Q_14,3.35561506405695
age_65,0.12,lamda_Q_15,3.12815970217714
age_65,0.12,lamda_Q_16,2.93697163352274
age_65,0.12,lamda_Q_17,2.77691865895223
age_65,0.12,pen_Q_11,0.174208406810482
age_65,0.12,pen_Q_12,0.174208406810482
age_65,0.12,pen_Q_13,0.174208406810482
age_65,0.12,pen_Q_14,0.174208406810482
age_65,0.12,pen_Q_15,0.174208406810482
age_65,0.12,pen_Q_16,0.174208406810482
age_65,0.12,pen_Q_17,0.174208406810482
age_65,0.12,P_Q_1,0.3
age_65,0.12,P_Q_2,0.296924301110663
age_65,0.12,P_Q_3,0.292278592560527
age_65,0.12,P_Q_4,0.286076402163246
age_65,0.12,P_Q_5,0.278359989996934
age_65,0.12,P_Q_6,0.269200836714014
age_65,0.12,P_Q_7,0.258699830813614
age_65,0.12,P_Q_8,0.246986802361257
age_65,0.12,P_Q_9,0.234218797307547
age_65,0.12,P_Q_10,0.220575985945447
age_65,0.12,P_Q_11,0.206260911638558
age_65,0.12,P_Q_12,0.191493550269388
age_65,0.12,P_Q_13,0.176505815812485
age_65,0.12,P_Q_14,0.161533037223109
age_65,0.12,P_Q_15,0.146775872987195
age_65,0.12,P_Q_16,0.132420106257277
age_65,0.12,P_Q_17,0.118631663462039
age_65,0.12,welf_Q_1,-20.9735185578201
age_65,0.12,welf_Q_2,-16.7709266377436
age_65,0.12,welf_Q_3,-15.0859188007467
age_65,0.12,welf_Q_4,-13.5272226277108
age_65,0.12,welf_Q_5,-12.0798451592182
age_65,0.12,welf_Q_6,-10.7303542077689
age_65,0.12,welf_Q_7,-9.46644652998454
age_65,0.12,welf_Q_8,-8.275929711048
age_65,0.12,welf_Q_9,-7.14553399793723
age_65,0.12,welf_Q_10,-6.06003014198211
age_65,0.12,welf_Q_11,-5.30548356236707
age_65,0.12,welf_Q_12,-4.58103695853285
age_65,0.12,welf_Q_13,-3.87230672974882
age_65,0.12,welf_Q_14,-3.16514734732502
age_65,0.12,welf_Q_15,-2.44406444640922
age_65,0.12,welf_Q_16,-1.69103410105524
age_65,0.12,welf_Q_17,-0.884793176578797
age_65,0.12,a_Q_1,1.27003425437041
age_65,0.12,a_Q_2,1.26990388374498
age_65,0.12,a_Q_3,1.27801015497986
age_65,0.12,a_Q_4,1.2882443101785
age_65,0.12,a_Q_5,1.2910647325129
age_65,0.12,a_Q_6,1.27768259136121
age_65,0.12,a_Q_7,1.24526687622244
age_65,0.12,a_Q_8,1.19875443843789
age_65,0.12,a_Q_9,1.14784277382123
age_65,0.12,a_Q_10,1.10161343724626
age_65,0.12,ih_Q_1,0.00790130456033505
age_65,0.12,ih_Q_2,0.0089810441278814
age_65,0.12,ih_Q_3,0.0108133878212412
age_65,0.12,ih_Q_4,0.0124288023243589
age_65,0.12,ih_Q_5,0.0149022308048863
age_65,0.12,ih_Q_6,0.0176105794991915
age_65,0.12,ih_Q_7,0.0209978757267788
age_65,0.12,ih_Q_8,0.0255926368776642
age_65,0.12,ih_Q_9,0.0316262958919974
age_65,0.12,ih_Q_10,0.0385078286678708
age_65,0.12,ih_Q_11,0.0488418438471994
age_65,0.12,ih_Q_12,0.0629237345604269
age_65,0.12,ih_Q_13,0.0816963488081581
age_65,0.12,ih_Q_14,0.105166131925049
age_65,0.12,ih_Q_15,0.115739762653917
age_65,0.12,ih_Q_16,0.128287200358033
age_65,0.12,ih_Q_17,0.1431978968102
age_65,0.12,L_Q,2.77340832626631
age_65,0.12,MPL_Q,0.418839755128213
age_65,0.12,penind_Q,0.261740763253572
age_65,0.12,pi_Q,0.3
age_65,0.12,Psc_Q,2.68332153897325
age_65,0.12,k_NQ_1,0
age_65,0.12,k_NQ_2,0.0733220487128554
age_65,0.12,k_NQ_3,0.148079353009032
age_65,0.12,k_NQ_4,0.22491675745095
age_65,0.12,k_NQ_5,0.303620515228366
age_65,0.12,k_NQ_6,0.382383788379916
age_65,0.12,k_NQ_7,0.457633887499719
age_65,0.12,k_NQ_8,0.524693482175009
age_65,0.12,k_NQ_9,0.578874087427313
age_65,0.12,k_NQ_10,0.616281128862938
age_65,0.12,k_NQ_11,0.684118851133482
age_65,0.12,k_NQ_12,0.67412140944359
age_65,0.12,k_NQ_13,0.643097032719092
age_65,0.12,k_NQ_14,0.586913775562586
age_65,0.12,k_NQ_15,0.500733466489577
age_65,0.12,k_NQ_16,0.378877988125651
age_65,0.12,k_NQ_17,0.214633106983473
age_65,0.12,c_NQ_1,0.115362156438273
age_65,0.12,c_NQ_2,0.127979269783342
age_65,0.12,c_NQ_3,0.141460028406091
age_65,0.12,c_NQ_4,0.155769955675191
age_65,0.12,c_NQ_5,0.170854655761763
age_65,0.12,c_NQ_6,0.18663789029235
age_65,0.12,c_NQ_7,0.203020353500205
age_65,0.12,c_NQ_8,0.219879421148879
age_65,0.12,c_NQ_9,0.237069957109227
age_65,0.12,c_NQ_10,0.254425583744271
age_65,0.12,c_NQ_11,0.271764788116577
age_65,0.12,c_NQ_12,0.288898043766899
age_65,0.12,c_NQ_13,0.305638305873766
age_65,0.12,c_NQ_14,0.321812280761801
age_65,0.12,c_NQ_15,0.337228878993459
age_65,0.12,c_NQ_16,0.351709583475961
age_65,0.12,c_NQ_17,0.365097280287193
age_65,0.12,lab_NQ_1,0.9361061699597
age_65,0.12,lab_NQ_2,0.929332308550631
age_65,0.12,lab_NQ_3,0.922520825288493
age_65,0.12,lab_NQ_4,0.915474662187337
age_65,0.12,lab_NQ_5,0.907719705511175
age_65,0.12,lab_NQ_6,0.898656591383094
age_65,0.12,lab_NQ_7,0.887828003409799
age_65,0.12,lab_NQ_8,0.875162382392927
age_65,0.12,lab_NQ_9,0.861085055997579
age_65,0.12,lab_NQ_10,1.16152826360052
age_65,0.12,w_NQ_1,0.299274169516579
age_65,0.12,w_NQ_2,0.300408854065999
age_65,0.12,w_NQ_3,0.303847578513032
age_65,0.12,w_NQ_4,0.307857845233709
age_65,0.12,w_NQ_5,0.309725795933264
age_65,0.12,w_NQ_6,0.306955232787851
age_65,0.12,w_NQ_7,0.298738912677617
age_65,0.12,w_NQ_8,0.286472026669148
age_65,0.12,w_NQ_9,0.272900215996139
age_65,0.12,w_NQ_10,0.260598014182711
age_65,0.12,beta_NQ_2,0.989747670368878
age_65,0.12,beta_NQ_3,0.984353895815336
age_65,0.12,beta_NQ_4,0.978779867718169
age_65,0.12,beta_NQ_5,0.973026743527387
age_65,0.12,beta_NQ_6,0.967096013751758
age_65,0.12,beta_NQ_7,0.960991926962113
age_65,0.12,beta_NQ_8,0.954723478498153
age_65,0.12,beta_NQ_9,0.948304909688921
age_65,0.12,beta_NQ_10,0.941751851179622
age_65,0.12,beta_NQ_11,0.935101392631067
age_65,0.12,beta_NQ_12,0.928404459905385
age_65,0.12,beta_NQ_13,0.921732432054139
age_65,0.12,beta_NQ_14,0.915171188436748
age_65,0.12,beta_NQ_15,0.908643058475206
age_65,0.12,beta_NQ_16,0.902192598567133
age_65,0.12,beta_NQ_17,0.895873495461111
age_65,0.12,h_NQ_2,98.0898104412788
age_65,0.12,h_NQ_3,96.2361481106657
age_65,0.12,h_NQ_4,94.4357131716959
age_65,0.12,h_NQ_5,92.6960212163109
age_65,0.12,h_NQ_6,91.0182065869766
age_65,0.12,h_NQ_7,89.4078212125048
age_65,0.12,h_NQ_8,87.8755911570314
age_65,0.12,h_NQ_9,86.4343422928107
age_65,0.12,h_NQ_10,85.0907337336332
age_65,0.12,h_NQ_11,83.8773374974325
age_65,0.12,h_NQ_12,82.8290280930881
age_65,0.12,h_NQ_13,81.989411019308
age_65,0.12,h_NQ_14,81.4012841181723
age_65,0.12,h_NQ_15,80.930656062348
age_65,0.12,h_NQ_16,80.5949149446814
age_65,0.12,h_NQ_17,80.4149956138897
age_65,0.12,lamda_NQ_1,23.1888259091775
age_65,0.12,lamda_NQ_2,19.8456060816704
age_65,0.12,lamda_NQ_3,17.0774568670135
age_65,0.12,lamda_NQ_4,14.7791094035967
age_65,0.12,lamda_NQ_5,12.8657047849975
age_65,0.12,lamda_NQ_6,11.2687069141147
age_65,0.12,lamda_NQ_7,9.93263414398746
age_65,0.12,lamda_NQ_8,8.8124553803655
age_65,0.12,lamda_NQ_9,7.87152767755887
age_65,0.12,lamda_NQ_10,7.0799899156315
age_65,0.12,lamda_NQ_11,6.41333654021296
age_65,0.12,lamda_NQ_12,5.85136119054339
age_65,0.12,lamda_NQ_13,5.37727358264577
age_65,0.12,lamda_NQ_14,4.97702576015967
age_65,0.12,lamda_NQ_15,4.63966549274163
age_65,0.12,lamda_NQ_16,4.35609663142603
age_65,0.12,lamda_NQ_17,4.11870713286282
age_65,0.12,pen_NQ_11,0.111673542906979
age_65,0.12,pen_NQ_12,0.111673542906979
age_65,0.12,pen_NQ_13,0.111673542906979
age_65,0.12,pen_NQ_14,0.111673542906979
age_65,0.12,pen_NQ_15,0.111673542906979
age_65,0.12,pen_NQ_16,0.111673542906979
age_65,0.12,pen_NQ_17,0.111673542906979
age_65,0.12,P_NQ_1,0.7
age_65,0.12,P_NQ_2,0.692823369258215
age_65,0.12,P_NQ_3,0.681983382641231
age_65,0.12,P_NQ_4,0.667511605047573
age_65,0.12,P_NQ_5,0.64950664332618
age_65,0.12,P_NQ_6,0.628135285666033
age_65,0.12,P_NQ_7,0.603632938565099
age_65,0.12,P_NQ_8,0.576302538842933
age_65,0.12,P_NQ_9,0.546510527050943
age_65,0.12,P_NQ_10,0.514677300539377
age_65,0.12,P_NQ_11,0.481275460489969
age_65,0.12,P_NQ_12,0.446818283961905
