mod,variable,value
age_60,ih_Q_5,0.0137225666835138
age_60,ih_Q_6,0.0162164105165572
age_60,ih_Q_7,0.0193355082582416
age_60,ih_Q_8,0.0235666707166332
age_60,ih_Q_9,0.0291233083658123
age_60,ih_Q_10,0.0354617328905929
age_60,ih_Q_11,0.0449816683597878
age_60,ih_Q_12,0.0579577192476525
age_60,ih_Q_13,0.0752632068421897
age_60,ih_Q_14,0.0969128682688122
age_60,ih_Q_15,0.106700171686629
age_60,ih_Q_16,0.118332731462245
age_60,ih_Q_17,0.132181620312837
age_60,L_Q,2.49190939009945
age_60,MPL_Q,0.428122616743221
age_60,penind_Q,0.256057821090635
age_60,pi_Q,0.3
age_60,Psc_Q,2.46280015022866
age_60,k_NQ_1,0
age_60,k_NQ_2,0.0707479795819239
age_60,k_NQ_3,0.143008088865472
age_60,k_NQ_4,0.217606208878414
age_60,k_NQ_5,0.29458587793246
age_60,k_NQ_6,0.372511463293069
age_60,k_NQ_7,0.448329053534001
age_60,k_NQ_8,0.518042267123247
age_60,k_NQ_9,0.577807516098616
age_60,k_NQ_10,0.624745588099601
age_60,k_NQ_11,0.625062695303419
age_60,k_NQ_12,0.609746382471742
age_60,k_NQ_13,0.575999877836553
age_60,k_NQ_14,0.520635115143955
age_60,k_NQ_15,0.439976274910817
age_60,k_NQ_16,0.329771828308777
age_60,k_NQ_17,0.18506026171349
age_60,c_NQ_1,0.111258324288174
age_60,c_NQ_2,0.122660406179925
age_60,c_NQ_3,0.134739442557262
age_60,c_NQ_4,0.14744881182195
age_60,c_NQ_5,0.160724063277614
age_60,c_NQ_6,0.174481655048733
age_60,c_NQ_7,0.18861836877684
age_60,c_NQ_8,0.203011618535129
age_60,c_NQ_9,0.217520699911918
age_60,c_NQ_10,0.23198845336614
age_60,c_NQ_11,0.24624699201986
age_60,c_NQ_12,0.260124169367885
age_60,c_NQ_13,0.273452724276842
age_60,c_NQ_14,0.286079880640686
age_60,c_NQ_15,0.29784159856352
age_60,c_NQ_16,0.308588207343727
age_60,c_NQ_17,0.318191829115613
age_60,lab_NQ_1,0.937182767592613
age_60,lab_NQ_2,0.930955022750186
age_60,lab_NQ_3,0.924770029087501
age_60,lab_NQ_4,0.918437572856398
age_60,lab_NQ_5,0.911506012217053
age_60,lab_NQ_6,0.903415785450831
age_60,lab_NQ_7,0.893755566372657
age_60,lab_NQ_8,0.882487088197094
age_60,lab_NQ_9,0.870037819033882
age_60,w_NQ_1,0.302482402607564
age_60,w_NQ_2,0.3036072511746
age_60,w_NQ_3,0.307055301905556
age_60,w_NQ_4,0.311075556917901
age_60,w_NQ_5,0.312923326089534
age_60,w_NQ_6,0.310076873904123
age_60,w_NQ_7,0.301721242221378
age_60,w_NQ_8,0.289265756026239
age_60,w_NQ_9,0.275482682626833
age_60,beta_NQ_2,0.989753617229698
age_60,beta_NQ_3,0.984361894394715
age_60,beta_NQ_4,0.978788973572861
age_60,beta_NQ_5,0.973035557273522
age_60,beta_NQ_6,0.967102653537423
age_60,beta_NQ_7,0.960993810572407
age_60,beta_NQ_8,0.954716954885513
age_60,beta_NQ_9,0.948284865228467
age_60,beta_NQ_10,0.94171163887477
age_60,beta_NQ_11,0.9350312346418
age_60,beta_NQ_12,0.928290551632628
age_60,beta_NQ_13,0.921555708542743
age_60,beta_NQ_14,0.914906817972013
age_60,beta_NQ_15,0.908272842835092
age_60,beta_NQ_16,0.901696177956032
age_60,beta_NQ_17,0.895228331912287
age_60,h_NQ_2,98.0827032159941
age_60,h_NQ_3,96.220624954787
age_60,h_NQ_4,94.4106628462572
age_60,h_NQ_5,92.6596752561672
age_60,h_NQ_6,90.9686458562094
age_60,h_NQ_7,89.3426280216676
age_60,h_NQ_8,87.7914421684006
age_60,h_NQ_9,86.3268464086907
age_60,h_NQ_10,84.9549268094228
age_60,h_NQ_11,83.7056449568323
age_60,h_NQ_12,82.6111092501721
age_60,h_NQ_13,81.7115191335906
age_60,h_NQ_14,81.0464174336069
age_60,h_NQ_15,80.4924908018011
age_60,h_NQ_16,80.0659683003875
age_60,h_NQ_17,79.7864651375081
age_60,lamda_NQ_1,24.4744807097729
age_60,lamda_NQ_2,21.1424669305982
age_60,lamda_NQ_3,18.3641206899442
age_60,lamda_NQ_4,16.0416982121015
age_60,lamda_NQ_5,14.0958380933613
age_60,lamda_NQ_6,12.4619957714002
age_60,lamda_NQ_7,11.0875676010251
age_60,lamda_NQ_8,9.9295808692832
age_60,lamda_NQ_9,8.9528512679119
age_60,lamda_NQ_10,8.12854292356819
age_60,lamda_NQ_11,7.43285835065028
age_60,lamda_NQ_12,6.84606783474749
age_60,lamda_NQ_13,6.35168389108585
age_60,lamda_NQ_14,5.93582766841709
age_60,lamda_NQ_15,5.58771473698409
age_60,lamda_NQ_16,5.29838203369085
age_60,lamda_NQ_17,5.06032864248578
age_60,pen_NQ_10,0.10029029002523
age_60,pen_NQ_11,0.10029029002523
age_60,pen_NQ_12,0.10029029002523
age_60,pen_NQ_13,0.10029029002523
age_60,pen_NQ_14,0.10029029002523
age_60,pen_NQ_15,0.10029029002523
age_60,pen_NQ_16,0.10029029002523
age_60,pen_NQ_17,0.10029029002523
age_60,P_NQ_1,0.7
age_60,P_NQ_2,0.692827532060789
age_60,P_NQ_3,0.681993021948173
age_60,P_NQ_4,0.667527249936506
age_60,P_NQ_5,0.64952774963723
age_60,P_NQ_6,0.628160010220356
age_60,P_NQ_7,0.603657881870862
age_60,P_NQ_8,0.576322414772388
age_60,P_NQ_9,0.546517823420579
age_60,P_NQ_10,0.514662195167666
age_60,P_NQ_11,0.481225227771081
age_60,P_NQ_12,0.446716832147154
age_60,P_NQ_13,0.41167444676734
age_60,P_NQ_14,0.376643758132296
age_60,P_NQ_15,0.342095296934913
age_60,P_NQ_16,0.308466021742945
age_60,P_NQ_17,0.276147522096556
age_60,welf_NQ_1,-21.8243083147254
age_60,welf_NQ_2,-19.8631372587199
age_60,welf_NQ_3,-18.0471765623788
age_60,welf_NQ_4,-16.3597265681503
age_60,welf_NQ_5,-14.7855304599929
age_60,welf_NQ_6,-13.3109286064923
age_60,welf_NQ_7,-11.9233456292291
age_60,welf_NQ_8,-10.6101554751333
age_60,welf_NQ_9,-9.35738640627209
age_60,welf_NQ_10,-8.14877077814993
age_60,welf_NQ_11,-7.219234107874
age_60,welf_NQ_12,-6.30558651597326
age_60,welf_NQ_13,-5.39091801009707
age_60,welf_NQ_14,-4.45574246266412
age_60,welf_NQ_15,-3.4780618592045
age_60,welf_NQ_16,-2.43169247569681
age_60,welf_NQ_17,-1.28510084186317
age_60,a_NQ_1,1.04687963663513
age_60,a_NQ_2,1.05077269305421
age_60,a_NQ_3,1.06270626031367
age_60,a_NQ_4,1.07662020396865
age_60,a_NQ_5,1.08301526001922
age_60,a_NQ_6,1.07316380154139
age_60,a_NQ_7,1.04424529063139
age_60,a_NQ_8,1.00113734534375
age_60,a_NQ_9,0.953434673228949
age_60,ih_NQ_1,0.00727607185415574
age_60,ih_NQ_2,0.00827032159941545
age_60,ih_NQ_3,0.00995758031127473
age_60,ih_NQ_4,0.0114450390565932
age_60,ih_NQ_5,0.0137225666835138
age_60,ih_NQ_6,0.0162164105165572
age_60,ih_NQ_7,0.0193355082582416
age_60,ih_NQ_8,0.0235666707166332
age_60,ih_NQ_9,0.0291233083658123
age_60,ih_NQ_10,0.0354617328905929
age_60,ih_NQ_11,0.0449816683597878
age_60,ih_NQ_12,0.0579577192476525
age_60,ih_NQ_13,0.0752632068421897
age_60,ih_NQ_14,0.0969128682688122
age_60,ih_NQ_15,0.106700171686629
age_60,ih_NQ_16,0.118332731462245
age_60,ih_NQ_17,0.132181620312837
age_60,L_NQ,5.47093891301325
age_60,MPL_NQ,0.288937134721427
age_60,penind_NQ,0.163278029062407
age_60,pi_NQ,0.7
age_60,Psc_NQ,5.74653368386688
age_60,y,3.78228597505518
age_60,c,2.77115037786843
age_60,I,0.0731588179920761
age_60,Ih,0.469003460906842
age_60,g,0.378228597505518
age_60,r,0.290197956626216
age_60,kbar,3.65794089960379
age_60,nbar,3.83686239807038
age_60,Ptot,12.7202356923241
age_60,Pret,4.5109018582285
age_60,Tw,1.09403760846197
age_60,Deped,0.0907447207822691
age_60,rd,0.290197956626216
age_60,H,93.2098418277957
age_60,R,0.310197956626216
age_60,beq,0.0269019592788082
age_60,Tc,0.279889162154083
age_60,Tk,0.404704599330904
age_60,penbase,1.85172589304891
age_60,retire,0.529520036507725
age_60,Def,-0.32928349840106
age_60,D,1.13468579251655
age_60,lambc,2.86619225336013
age_60,Retirepart,36.535054620319
age_60,Edpart,5.00885798717069
age_60,Gpart,26.0964675859421
age_60,Ihpart,32.3596198065682
age_60,Defratio,-0.0870593869878536
age_60,Dratio,0.3
age_60,Gratio,0.1
age_60,Ihratio,0.124
age_60,Penratio,0.14
age_60,Edratio,0.0191936244653622
age_60,Tkratio,0.107
age_60,Tcratio,0.074
age_60,Twratio,0.289253011453216
age_60,rhop,0.614230160672092
age_60,tauw,0.413218587790323
age_60,tauk,0.290984722368095
age_60,tauc,0.101001073196659
age_60,v,0.8
age_60,A,1
age_60,tauf,0
age_60,xpop,1
age_60,h_Q_1,100
age_60,mig_Q_2,0
age_60,med_Q_2,0
age_60,pi_ss,0
age_60,mig_Q_3,0
age_60,med_Q_3,0
age_60,mig_Q_4,0
age_60,med_Q_4,0
age_60,mig_Q_5,0
age_60,med_Q_5,0
age_60,mig_Q_6,0
age_60,med_Q_6,0
age_60,mig_Q_7,0
age_60,med_Q_7,0
age_60,mig_Q_8,0
age_60,med_Q_8,0
age_60,mig_Q_9,0
age_60,med_Q_9,0
age_60,mig_Q_10,0
age_60,med_Q_10,0
age_60,mig_Q_11,0
age_60,med_Q_11,0
age_60,mig_Q_12,0
age_60,med_Q_12,0
age_60,mig_Q_13,0
age_60,med_Q_13,0
age_60,mig_Q_14,0
age_60,med_Q_14,0
age_60,mig_Q_15,0
age_60,med_Q_15,0
age_60,mig_Q_16,0
age_60,med_Q_16,0
age_60,mig_Q_17,0
age_60,med_Q_17,0
age_60,h_NQ_1,100
age_60,mig_NQ_2,0
age_60,med_NQ_2,0
age_60,mig_NQ_3,0
age_60,med_NQ_3,0
age_60,mig_NQ_4,0
age_60,med_NQ_4,0
age_60,mig_NQ_5,0
age_60,med_NQ_5,0
age_60,mig_NQ_6,0
age_60,med_NQ_6,0
age_60,mig_NQ_7,0
age_60,med_NQ_7,0
age_60,mig_NQ_8,0
age_60,med_NQ_8,0
age_60,mig_NQ_9,0
age_60,med_NQ_9,0
age_60,mig_NQ_10,0
age_60,med_NQ_10,0
age_60,mig_NQ_11,0
age_60,med_NQ_11,0
age_60,mig_NQ_12,0
age_60,med_NQ_12,0
age_60,mig_NQ_13,0
age_60,med_NQ_13,0
age_60,mig_NQ_14,0
age_60,med_NQ_14,0
age_60,mig_NQ_15,0
age_60,med_NQ_15,0
age_60,mig_NQ_16,0
age_60,med_NQ_16,0
age_60,mig_NQ_17,0
age_60,med_NQ_17,0
age_55,k_Q_1,0
age_55,k_Q_2,-0.205016612287699
age_55,k_Q_3,-0.0834563570872757
age_55,k_Q_4,0.0455123721298561
age_55,k_Q_5,0.183306621679488
age_55,k_Q_6,0.329269617307363
age_55,k_Q_7,0.480525364857091
age_55,k_Q_8,0.633140972802934
age_55,k_Q_9,0.783951961760014
age_55,k_Q_10,0.783378082295974
age_55,k_Q_11,0.767010521189151
age_55,k_Q_12,0.732706043477569
age_55,k_Q_13,0.678139521750452
age_55,k_Q_14,0.600754281105502
age_55,k_Q_15,0.497692034308439
age_55,k_Q_16,0.365742046075193
age_55,k_Q_17,0.201249601856791
age_55,c_Q_1,0.153339054360785
age_55,c_Q_2,0.166868208148773
age_55,c_Q_3,0.180931344887047
age_55,c_Q_4,0.195438897145881
age_55,c_Q_5,0.210281895575343
age_55,c_Q_6,0.225331704427818
age_55,c_Q_7,0.240440669336789
age_55,c_Q_8,0.255443864957223
age_55,c_Q_9,0.27016190572434
age_55,c_Q_10,0.284404117810396
age_55,c_Q_11,0.297976226818768
age_55,c_Q_12,0.310688396344404
age_55,c_Q_13,0.322365741506541
age_55,c_Q_14,0.332858633029161
age_55,c_Q_15,0.342013637435596
age_55,c_Q_16,0.349702040542976
age_55,c_Q_17,0.355826907867206
age_55,lab_Q_1,0
age_55,lab_Q_2,0.942880591209541
age_55,lab_Q_3,0.939174240195771
age_55,lab_Q_4,0.935623614457671
age_55,lab_Q_5,0.931952990486854
age_55,lab_Q_6,0.927841408314418
age_55,lab_Q_7,0.92309823168661
age_55,lab_Q_8,0.917788802432361
age_55,w_Q_1,0
age_55,w_Q_2,0.562087094207041
age_55,w_Q_3,0.565594185548144
age_55,w_Q_4,0.570027948375959
age_55,w_Q_5,0.571159228419286
age_55,w_Q_6,0.565100240996582
age_55,w_Q_7,0.550599329616589
age_55,w_Q_8,0.529838459288027
age_55,beta_Q_2,0.989760581163349
age_55,beta_Q_3,0.984371956211552
age_55,beta_Q_4,0.978801681620333
age_55,beta_Q_5,0.973050185041995
age_55,beta_Q_6,0.967118182066589
age_55,beta_Q_7,0.961008792931619
age_55,beta_Q_8,0.95472928652064
age_55,beta_Q_9,0.948291536696763
age_55,beta_Q_10,0.941708686142239
age_55,beta_Q_11,0.935012737398062
age_55,beta_Q_12,0.92824805470807
age_55,beta_Q_13,0.921477415526636
age_55,beta_Q_14,0.914777212853775
age_55,beta_Q_15,0.908080441325647
age_55,beta_Q_16,0.901427994412525
age_55,beta_Q_17,0.894869815441078
age_55,h_Q_2,98.078368796298
age_55,h_Q_3,96.2111575584159
age_55,h_Q_4,94.39538401354
age_55,h_Q_5,92.637505123448
age_55,h_Q_6,90.9384118719464
age_55,h_Q_7,89.3028523038155
age_55,h_Q_8,87.7400923418602
age_55,h_Q_9,86.2612354583551
age_55,h_Q_10,84.872013690259
age_55,h_Q_11,83.600786988918
age_55,h_Q_12,82.4779615836372
age_55,h_Q_13,81.541635001422
age_55,h_Q_14,80.8293283353803
age_55,h_Q_15,80.2242447062828
age_55,h_Q_16,79.7418715547258
age_55,h_Q_17,79.4009726554776
age_55,lamda_Q_1,15.118317736451
age_55,lamda_Q_2,13.3174857357605
age_55,lamda_Q_3,11.7953798855018
age_55,lamda_Q_4,10.5066956001231
age_55,lamda_Q_5,9.41412226940244
age_55,lamda_Q_6,8.48690244532622
age_55,lamda_Q_7,7.69964624389915
age_55,lamda_Q_8,7.03136188603976
age_55,lamda_Q_9,6.46467205969071
age_55,lamda_Q_10,5.9852024533669
age_55,lamda_Q_11,5.58097710205885
age_55,lamda_Q_12,5.24197705197795
age_55,lamda_Q_13,4.95974493166284
age_55,lamda_Q_14,4.72707972625845
age_55,lamda_Q_15,4.53855422134046
age_55,lamda_Q_16,4.38970575753434
age_55,lamda_Q_17,4.2768544969594
age_55,pen_Q_9,0.127625331807563
age_55,pen_Q_10,0.127625331807563
age_55,pen_Q_11,0.127625331807563
age_55,pen_Q_12,0.127625331807563
age_55,pen_Q_13,0.127625331807563
age_55,pen_Q_14,0.127625331807563
age_55,pen_Q_15,0.127625331807563
age_55,pen_Q_16,0.127625331807563
age_55,pen_Q_17,0.127625331807563
age_55,P_Q_1,0.3
age_55,P_Q_2,0.296928174349005
age_55,P_Q_3,0.292287767838254
age_55,P_Q_4,0.286091758677137
age_55,P_Q_5,0.278381638719778
age_55,P_Q_6,0.269227944359389
age_55,P_Q_7,0.258730421832277
age_55,P_Q_8,0.247017511037113
age_55,P_Q_9,0.234244615132392
age_55,P_Q_10,0.220590188752217
age_55,P_Q_11,0.206254636228363
age_55,P_Q_12,0.191455464853496
age_55,P_Q_13,0.176421886941647
age_55,P_Q_14,0.16138672202288
age_55,P_Q_15,0.146552125758633
age_55,P_Q_16,0.132106188799492
age_55,P_Q_17,0.11821784078962
age_55,welf_Q_1,-22.1250398433285
age_55,welf_Q_2,-17.7928480190646
age_55,welf_Q_3,-16.145639032689
age_55,welf_Q_4,-14.6069064604622
age_55,welf_Q_5,-13.1615259546518
age_55,welf_Q_6,-11.7956240928657
age_55,welf_Q_7,-10.49612981079
age_55,welf_Q_8,-9.24966770169627
age_55,welf_Q_9,-8.0412026475557
age_55,welf_Q_10,-7.21705096946056
age_55,welf_Q_11,-6.41668513956175
age_55,welf_Q_12,-5.62632176678762
age_55,welf_Q_13,-4.83016011625523
age_55,welf_Q_14,-4.00986775731875
age_55,welf_Q_15,-3.14453993177577
age_55,welf_Q_16,-2.20913547592355
age_55,welf_Q_17,-1.17331088022656
age_55,a_Q_1,1.25200958426909
age_55,a_Q_2,1.25173503875492
age_55,a_Q_3,1.25954512576467
age_55,a_Q_4,1.26941885590145
age_55,a_Q_5,1.27193815029395
age_55,a_Q_6,1.25844514015438
age_55,a_Q_7,1.22615245978314
age_55,a_Q_8,1.17991921746211
age_55,ih_Q_1,0.00689478635378081
age_55,ih_Q_2,0.00783687962979905
age_55,ih_Q_3,0.0094356138043934
age_55,ih_Q_4,0.0108449606292343
age_55,ih_Q_5,0.0130028790178786
age_55,ih_Q_6,0.0153656850967447
age_55,ih_Q_7,0.0183208669307957
age_55,ih_Q_8,0.0223297084121088
age_55,ih_Q_9,0.0275944963332048
age_55,ih_Q_10,0.033600294107106
age_55,ih_Q_11,0.0426213572464182
age_55,ih_Q_12,0.0549190334497527
age_55,ih_Q_13,0.0713232649457555
age_55,ih_Q_14,0.0918526033986771
age_55,ih_Q_15,0.101150293761013
age_55,ih_Q_16,0.112211174256859
age_55,ih_Q_17,0.125393853184634
age_55,L_Q,2.24068913064072
age_55,MPL_Q,0.449046382569948
age_55,penind_Q,0.27205917120571
age_55,pi_Q,0.3
age_55,Psc_Q,2.22866521681295
age_55,k_NQ_1,0
age_55,k_NQ_2,0.0734238271926193
age_55,k_NQ_3,0.148614393784864
age_55,k_NQ_4,0.226802625915399
age_55,k_NQ_5,0.308466796670902
age_55,k_NQ_6,0.392624393332216
age_55,k_NQ_7,0.476731114367875
age_55,k_NQ_8,0.557446648237282
age_55,k_NQ_9,0.631836114590928
age_55,k_NQ_10,0.629361593534747
age_55,k_NQ_11,0.614578598207577
age_55,k_NQ_12,0.585799441251605
age_55,k_NQ_13,0.541186576509874
age_55,k_NQ_14,0.478712811114792
age_55,k_NQ_15,0.396105680238661
age_55,k_NQ_16,0.290805866561756
age_55,k_NQ_17,0.159894287145079
age_55,c_NQ_1,0.115886697800248
age_55,c_NQ_2,0.126111418359938
age_55,c_NQ_3,0.136739698775498
age_55,c_NQ_4,0.147703848070032
age_55,c_NQ_5,0.158921512212272
age_55,c_NQ_6,0.170295474224924
age_55,c_NQ_7,0.181714143731157
age_55,c_NQ_8,0.193052877724841
age_55,c_NQ_9,0.204176104798307
age_55,c_NQ_10,0.214939722350979
age_55,c_NQ_11,0.22519690659451
age_55,c_NQ_12,0.234804187736607
age_55,c_NQ_13,0.243629395648339
age_55,c_NQ_14,0.251559447249464
age_55,c_NQ_15,0.258478384464526
age_55,c_NQ_16,0.264288931037408
age_55,c_NQ_17,0.268917828488044
age_55,lab_NQ_1,0.936670420158377
age_55,lab_NQ_2,0.931289568713823
age_55,lab_NQ_3,0.926099379349547
age_55,lab_NQ_4,0.920910760779183
age_55,lab_NQ_5,0.915293709672737
age_55,lab_NQ_6,0.908738549369164
age_55,lab_NQ_7,0.900900370884743
age_55,lab_NQ_8,0.891796176509291
age_55,w_NQ_1,0.31241403139216
age_55,w_NQ_2,0.313561955567563
age_55,w_NQ_3,0.317105872144561
age_55,w_NQ_4,0.321237335646044
age_55,w_NQ_5,0.323120439834933
age_55,w_NQ_6,0.320151417946095
age_55,w_NQ_7,0.311489141216892
age_55,w_NQ_8,0.298588684062254
age_55,beta_NQ_2,0.989760581163349
age_55,beta_NQ_3,0.984371956211552
age_55,beta_NQ_4,0.978801681620333
age_55,beta_NQ_5,0.973050185041995
age_55,beta_NQ_6,0.967118182066589
age_55,beta_NQ_7,0.961008792931619
age_55,beta_NQ_8,0.95472928652064
age_55,beta_NQ_9,0.948291536696763
age_55,beta_NQ_10,0.941708686142239
age_55,beta_NQ_11,0.935012737398062
age_55,beta_NQ_12,0.92824805470807
age_55,beta_NQ_13,0.921477415526636
age_55,beta_NQ_14,0.914777212853775
age_55,beta_NQ_15,0.908080441325647
age_55,beta_NQ_16,0.901427994412525
age_55,beta_NQ_17,0.894869815441078
age_55,h_NQ_2,98.078368796298
age_55,h_NQ_3,96.2111575584159
age_55,h_NQ_4,94.39538401354
age_55,h_NQ_5,92.637505123448
age_55,h_NQ_6,90.9384118719464
age_55,h_NQ_7,89.3028523038155
age_55,h_NQ_8,87.7400923418602
age_55,h_NQ_9,86.2612354583551
age_55,h_NQ_10,84.872013690259
age_55,h_NQ_11,83.600786988918
age_55,h_NQ_12,82.4779615836372
age_55,h_NQ_13,81.541635001422
age_55,h_NQ_14,80.8293283353803
age_55,h_NQ_15,80.2242447062828
age_55,h_NQ_16,79.7418715547258
age_55,h_NQ_17,79.4009726554776
age_55,lamda_NQ_1,23.0108292021111
age_55,lamda_NQ_2,20.26987356515
age_55,lamda_NQ_3,17.9531529589805
age_55,lamda_NQ_4,15.9917115559894
age_55,lamda_NQ_5,14.3287607557771
age_55,lamda_NQ_6,12.9174861960762
age_55,lamda_NQ_7,11.7192432134614
age_55,lamda_NQ_8,10.7020812784742
age_55,lamda_NQ_9,9.83955125986053
age_55,lamda_NQ_10,9.10977474227964
age_55,lamda_NQ_11,8.49452371276649
age_55,lamda_NQ_12,7.97854882657571
age_55,lamda_NQ_13,7.5489775447923
age_55,lamda_NQ_14,7.19484956565191
age_55,lamda_NQ_15,6.90790439966561
age_55,lamda_NQ_16,6.68134965804848
age_55,lamda_NQ_17,6.50958444525025
